view1,view2,rows,lott_valid,diagnostics_finite,sdp_optimal,rank_one_1e-7,agreement_scaled_1e-8,max_lott_primal_scaled_gap,max_lott_extracted_scaled_gap,max_tail_spectral_ratio,max_psd_violation_ratio,max_extracted_constraint_residual,max_primal_infeasibility,max_dual_infeasibility,max_duality_gap_scaled
8,17,5,5,5,5,5,5,1.5748047707896669e-10,2.159183942751497e-11,4.839367848928028e-11,4.839367848928028e-11,5.551115123125783e-17,2.793450474747807e-10,7.645720820931532e-11,5.124349859186103e-10
8,18,2,2,2,2,2,2,1.1820176261390092e-10,1.6888768161749113e-11,3.142991397797605e-11,3.142991397797605e-11,2.7755575615628914e-17,7.257357046004731e-11,3.5754377079626253e-11,2.521368774871065e-11
8,19,2,2,2,2,2,2,2.6686763909822275e-11,1.609518074374705e-12,1.6794952869555528e-11,1.6794952869555528e-11,5.551115123125783e-17,5.005680621686447e-11,2.202155801743348e-11,1.0918827394550595e-10
8,20,2,2,2,2,2,2,4.131434083731733e-11,6.876887947981913e-12,1.727221388125872e-11,1.727221388125872e-11,1.6653345369377348e-16,6.06253828427914e-11,2.2232951833554328e-11,1.4266814620272456e-10
8,21,1,1,1,1,1,1,1.2525092074611166e-11,1.9127199823998353e-11,5.902524006670703e-12,5.902524006670703e-12,1.6653345369377348e-16,1.1326465843482874e-10,4.536040124692461e-11,2.592530640605103e-10
9,10,236,236,236,236,236,236,2.6526003615856553e-10,1.641825564391297e-10,4.9366461003542445e-11,4.9366461003542445e-11,1.6653345369377348e-16,1.5570599074633836e-10,5.686594025457211e-11,3.886435902313292e-10
9,11,123,123,123,123,123,123,2.118302836449846e-10,3.417122388193555e-12,5.2008956679943234e-11,5.2008956679943234e-11,2.220446049250313e-16,4.255558057782676e-10,1.1069410129233995e-10,6.912979232587402e-10
9,12,76,76,76,76,76,76,1.7659183273663337e-10,1.5476277676647092e-10,5.070390997574566e-11,5.070390997574566e-11,1.6653345369377348e-16,2.8064642000700806e-10,7.858106152415346e-11,5.449725368647347e-10
9,13,54,54,54,54,54,54,1.7473332013045593e-10,2.920819142104847e-11,5.998909983659461e-11,5.998909983659461e-11,1.6653345369377348e-16,3.921588666061846e-10,1.0066256078390844e-10,6.196390808936796e-10
9,14,38,38,38,38,38,38,1.6425678959347545e-10,1.970201021630563e-11,4.545078742850591e-11,4.545078742850591e-11,7.771561172376096e-16,2.0871079636672682e-10,6.312637752239245e-11,5.000715762286444e-10
9,15,23,23,23,23,23,23,1.593551626038203e-10,1.096250867860249e-10,4.3898879434506186e-11,4.3898879434506186e-11,2.220446049250313e-16,2.29185570995673e-10,6.126355914702166e-11,4.935412912487841e-10
9,16,11,11,11,11,11,11,4.729956972765198e-10,1.166046148526334e-10,5.4995162229654105e-11,5.4995162229654105e-11,6.106226635438361e-16,9.217420614254551e-10,1.5625200922856633e-10,8.728734148836108e-10
9,17,9,9,9,9,9,9,2.2905592443977764e-10,5.349176848731e-11,4.8535512034738705e-11,4.8535512034738705e-11,3.885780586188048e-16,4.0008742654322674e-10,7.66471898424941e-11,5.282781177815178e-10
9,18,4,4,4,4,4,4,1.1630403584650395e-10,2.5818451944512262e-11,3.3768580584182786e-11,3.3768580584182786e-11,5.551115123125783e-17,1.0452390024497159e-10,3.9062969611459354e-11,1.6447593195020656e-10
9,19,4,4,4,4,4,4,2.331718709086667e-10,1.0066826590040232e-10,4.262634868924043e-11,4.262634868924043e-11,2.220446049250313e-16,2.0281016164582546e-10,6.173868737857001e-11,4.951738491150226e-10
9,20,4,4,4,4,4,4,1.7818127172570193e-10,1.2763820242109799e-11,6.155966812488595e-11,6.155966812488595e-11,6.661338147750939e-16,5.605765923146969e-10,1.2474180874657425e-10,6.664242295171583e-10
9,21,1,1,1,1,1,1,2.623368189347275e-11,1.767558321930096e-12,1.6392356147767568e-11,1.6392356147767568e-11,0.0,4.7344151497774804e-11,1.9700124199968003e-11,1.0729500061703252e-10
10,11,218,218,218,218,218,218,1.889028933277359e-10,9.129980105271329e-11,4.660566110691253e-11,4.660566110691253e-11,2.220446049250313e-16,1.7861422580277074e-10,5.590912899686592e-11,4.526625515117373e-10
10,12,128,128,128,128,128,128,3.6856064001498047e-10,1.2234124824317405e-10,5.82099022877317e-11,5.82099022877317e-11,3.3306690738754696e-16,7.683707697219559e-10,1.4247352518407825e-10,7.520980982258275e-10
10,13,83,83,83,83,83,83,1.6964019078358206e-10,5.0570436727070955e-11,4.836813912363385e-11,4.836813912363385e-11,2.7755575615628914e-16,2.5252327503675296e-10,7.299919402656141e-11,5.329656020694652e-10
10,14,56,56,56,56,56,56,1.9143057847880953e-10,5.924172263860328e-11,6.592635249546715e-11,4.6225433182403915e-11,3.3306690738754696e-16,9.462711837905543e-10,9.30775046639083e-11,5.134426380027844e-10
10,15,34,34,34,34,34,34,1.6262094362090584e-10,1.068889421418362e-10,5.172173701192406e-11,5.172173701192406e-11,2.220446049250313e-16,2.6167804984765636e-10,7.492406461512734e-11,5.384147414775147e-10
10,16,16,16,16,16,16,16,2.0505597220221716e-10,8.204059653849072e-11,5.094418451801066e-11,5.094418451801066e-11,1.6653345369377348e-16,6.251584397654767e-10,1.4592391679398287e-10,8.205247838717401e-10
10,17,12,12,12,12,12,12,1.3373816637463065e-10,6.234768257229462e-11,3.894896646278329e-11,3.894896646278329e-11,3.885780586188048e-16,2.7177109744491066e-10,7.027611686001771e-11,4.362588412962534e-10
10,18,5,5,5,5,5,5,1.4643828684379745e-10,1.5706436151674552e-11,4.09154549926792e-11,4.09154549926792e-11,3.3306690738754696e-16,3.93211035460134e-10,1.020874890302024e-10,6.371213070071477e-10
10,19,4,4,4,4,4,4,1.1420826090402514e-10,2.880828389019673e-11,3.855590971797886e-11,3.855590971797886e-11,3.885780586188048e-16,4.6189529587282124e-10,1.2021566138080701e-10,7.523072400890567e-10
10,20,4,4,4,4,4,4,5.672903813369601e-11,4.542338227424584e-11,1.46817424156068e-11,1.46817424156068e-11,1.6653345369377348e-16,3.645858784593385e-11,1.7253465580041885e-11,2.466825374884609e-11
10,21,1,1,1,1,1,1,2.0469015371560317e-11,1.616166922513429e-11,1.5807100111050028e-12,1.5807100111050028e-12,5.551115123125783e-17,4.029147361175181e-12,1.8376721951035607e-12,4.79097757604375e-12
11,12,261,261,261,261,261,261,1.6938045237224753e-10,2.987188274516939e-11,4.660512064707759e-11,4.660512064707759e-11,1.1102230246251565e-16,1.4881383692622186e-10,5.277000987564705e-11,3.6982532596250624e-10
11,13,171,171,171,171,171,171,2.0424506530503095e-10,9.040201920385016e-11,4.7844210974943026e-11,4.7844210974943026e-11,2.220446049250313e-16,5.145389142984269e-10,7.189919608335275e-11,5.296051605363957e-10
11,14,112,112,112,112,112,112,1.7481155954961733e-10,1.9367548952818035e-11,5.850304167566813e-11,5.850304167566813e-11,1.6653345369377348e-16,5.304173060629953e-10,1.1565027680445962e-10,6.095829858404895e-10
11,15,74,74,74,74,74,74,3.9188876658053e-10,8.689038377696079e-11,8.428039078261602e-11,8.428039078261602e-11,2.7755575615628914e-16,6.59563036204495e-10,1.5855811473402273e-10,9.320908097871473e-10
11,16,43,43,43,43,43,43,1.8754316398082913e-10,5.22194509855467e-11,5.003529953643698e-11,5.003529953643698e-11,2.220446049250313e-16,2.8465390540894074e-10,7.852763730158254e-11,5.324458156116078e-10
11,17,27,27,27,27,27,27,2.2501231679269351e-10,3.08247212292615e-11,6.757680031323809e-11,6.757680031323809e-11,2.220446049250313e-16,4.410552657901353e-10,1.1328425816813462e-10,6.978418857448535e-10
11,18,12,12,12,12,12,12,1.6769389045781513e-10,1.0094924896009161e-11,4.9089168699183356e-11,4.9089168699183356e-11,1.6653345369377348e-16,2.599207821457318e-10,7.455526405221145e-11,5.374038792739234e-10
11,19,6,6,6,6,6,6,2.685868284683722e-10,2.1270026309177346e-11,5.593243639018665e-11,5.593243639018665e-11,4.440892098500626e-16,4.786793933830594e-10,1.0884487999968242e-10,6.141493757599429e-10
11,20,4,4,4,4,4,4,7.114771966021394e-11,3.663152036994893e-12,2.2851021933175758e-11,2.2851021933175758e-11,1.6653345369377348e-16,2.990503159712122e-10,6.44902988119387e-11,3.3711509843648157e-10
11,21,1,1,1,1,1,1,1.4619139232507905e-12,2.2694068846362825e-12,1.3403629397337435e-12,1.3403629397337435e-12,2.7755575615628914e-17,3.404028217941866e-12,1.5586836430563663e-12,3.854954354847049e-12
12,13,278,278,278,278,278,278,3.1033731366071597e-10,5.944034153770872e-11,6.167229717977815e-11,6.167229717977815e-11,1.6653345369377348e-16,5.189278430153292e-10,1.1925438583632806e-10,6.353567275216124e-10
12,14,183,183,183,183,183,183,2.8358718322268455e-10,9.81874973385919e-12,5.888164769756664e-11,5.888164769756664e-11,1.6653345369377348e-16,6.781991483196101e-10,1.5866931502832184e-10,8.928812787278735e-10
12,15,110,110,110,110,110,110,1.860166413299714e-10,5.546152426205708e-11,4.988055532674287e-11,4.988055532674287e-11,2.220446049250313e-16,5.335556215658883e-10,1.3916452724025019e-10,8.736602841597916e-10
12,16,62,62,62,62,62,62,2.1423321839774096e-10,8.256373362769409e-11,5.036563991719166e-11,5.036563991719166e-11,1.6653345369377348e-16,2.989054247501927e-10,7.890522459096475e-11,5.438083332040447e-10
12,17,32,32,32,32,32,32,1.6807755144274128e-10,1.5378776012949003e-11,4.6757919466301443e-11,4.6757919466301443e-11,2.220446049250313e-16,2.474490876203704e-10,6.968739296487208e-11,5.224653851054755e-10
12,18,15,15,15,15,15,15,1.4341239247582863e-10,2.87639169188083e-11,4.821445907182273e-11,4.821445907182273e-11,1.1102230246251565e-16,2.5104361981206647e-10,7.267299520528005e-11,5.319703130367552e-10
12,19,6,6,6,6,6,6,3.81472844558521e-10,4.080053973273381e-11,7.867606928347096e-11,7.867606928347096e-11,2.220446049250313e-16,6.605895838100782e-10,1.520653653208625e-10,8.084241824167513e-10
12,20,4,4,4,4,4,4,5.063841494695434e-11,2.7592206649938282e-11,1.0856811747720587e-11,1.0856811747720587e-11,5.551115123125783e-17,4.9443074572440704e-11,1.2793333818105874e-11,5.140469590975366e-11
12,21,1,1,1,1,1,1,3.3660629839005196e-11,2.5946689241607146e-11,7.104428717372307e-12,7.104428717372307e-12,5.551115123125783e-17,1.3943667899703656e-10,5.533133531656796e-11,3.199248828023444e-10
13,14,421,421,421,421,421,421,4.084071969501224e-10,3.0552782526171995e-10,5.1830307674295786e-11,5.1830307674295786e-11,2.220446049250313e-16,2.9233662331319867e-10,7.663511958574625e-11,5.221843677621607e-10
13,15,245,245,245,245,245,245,2.6209318133421934e-10,2.2592134651944187e-11,5.542187889882544e-11,5.542187889882544e-11,2.220446049250313e-16,4.188408272136366e-10,1.0091078344983347e-10,6.091417719684504e-10
13,16,146,146,146,146,146,146,3.1712990973515707e-10,2.2109740166067064e-11,8.547509850435248e-11,8.547509850435248e-11,2.220446049250313e-16,7.372277399275001e-10,1.7128034651080229e-10,9.627267874878217e-10
13,17,75,75,75,75,75,75,2.5520179681449635e-10,1.1684075928997117e-10,5.0582399629512916e-11,5.0582399629512916e-11,2.7755575615628914e-16,2.8580811368395456e-10,7.91379905881016e-11,5.395695008870513e-10
13,18,37,37,37,37,37,37,4.147515272607897e-10,6.781797345922769e-11,5.3543222402251885e-11,5.3543222402251885e-11,2.3869795029440866e-15,8.822540394827566e-10,1.5027714740013136e-10,7.766162161301538e-10
13,19,18,18,18,18,18,18,2.3453456969928134e-10,6.592215662237777e-11,6.026017694210501e-11,6.026017694210501e-11,3.608224830031759e-15,6.574812330117088e-10,1.532773910506904e-10,8.619503305276764e-10
13,20,10,10,10,10,10,10,2.106279595182059e-10,1.0201661737596623e-10,4.740971804432439e-11,3.9596439229887726e-11,2.831068712794149e-15,4.1616143852941064e-10,5.25480786033154e-11,4.1506396652802437e-10
13,21,4,4,4,4,4,4,1.510213646047616e-10,1.2370562607844113e-11,4.76006347963764e-11,4.76006347963764e-11,4.440892098500626e-16,2.451964467546382e-10,7.140191723874793e-11,5.279803307933137e-10
14,15,383,383,383,383,383,383,1.6924215327784875e-10,3.1845026615684446e-11,5.1817269155490254e-11,5.1817269155490254e-11,1.6653345369377348e-16,1.3275798234059857e-10,5.966576157414653e-11,3.0439289722862464e-10
14,16,214,214,214,214,214,214,3.8658277875070007e-10,1.2612666466793598e-10,6.278696746284386e-11,6.278696746284386e-11,1.6653345369377348e-16,8.261404188568905e-10,1.5343581797175648e-10,8.097410901135804e-10
14,17,117,117,117,117,117,117,2.985664738567664e-10,3.800612830294981e-11,6.237337435748187e-11,6.237337435748187e-11,2.7755575615628914e-16,4.742932046606945e-10,1.1421779427944106e-10,6.835630647147915e-10
14,18,63,63,63,63,63,63,2.2407991008692916e-10,4.8604786861972116e-11,6.928632253083592e-11,6.928632253083592e-11,3.3306690738754696e-16,6.274736024752926e-10,1.3686530338512327e-10,7.215730214324329e-10
14,19,32,32,32,32,32,32,1.4691155361462246e-10,9.804612677299929e-11,4.710382237456602e-11,4.710382237456602e-11,8.326672684688674e-16,6.704412306394361e-10,7.038517232159555e-11,5.247505235895145e-10
14,20,22,22,22,22,22,22,1.2856273164107979e-10,9.418843482933426e-11,4.306711532215894e-11,4.306711532215894e-11,1.6653345369377348e-16,2.0627785963515924e-10,6.25549408475372e-11,4.980838239219077e-10
14,21,9,9,9,9,9,9,9.407885581680375e-11,1.3585410574279422e-11,3.692972823436774e-11,3.692972823436774e-11,1.1102230246251565e-16,1.6171826892930487e-10,5.52128655062097e-11,4.052423987360462e-10
14,22,2,2,2,2,2,2,9.42317578134233e-11,1.2915838537574942e-11,2.285345812188204e-11,2.285345812188204e-11,5.551115123125783e-17,5.3557428383635403e-11,2.6169305389626875e-11,8.668264287847522e-11
15,16,364,364,364,364,364,364,2.5073013856028984e-10,1.3973044943327295e-10,5.224493776826214e-11,5.224493776826214e-11,1.6653345369377348e-16,2.0010332283607193e-10,6.110062400675663e-11,4.93013035546637e-10
15,17,195,195,195,195,195,195,1.6922050620569312e-10,2.776762935293552e-11,6.520486824603191e-11,6.520486824603191e-11,1.6653345369377348e-16,5.822644839049684e-10,1.2990536699666337e-10,6.427663877354494e-10
15,18,113,113,113,113,113,113,2.1916970900637752e-10,1.1603051852659974e-11,5.504051596374224e-11,5.504051596374224e-11,1.6653345369377348e-16,6.367898281241229e-10,1.4854421522038198e-10,8.352488608773356e-10
15,19,58,58,58,58,58,58,2.1255808224651673e-10,1.1612755201895197e-10,4.637529263829888e-11,4.637529263829888e-11,1.6653345369377348e-16,4.347395673239835e-10,1.1303388680836246e-10,7.066228489570737e-10
15,20,41,41,41,41,41,41,2.270925305489207e-10,9.473410944593752e-11,9.02156660364945e-11,9.02156660364945e-11,1.6653345369377348e-16,6.237444077186638e-10,1.585737434655593e-10,9.651579925476496e-10
15,21,23,23,23,23,23,23,1.8470536211623312e-10,1.0297207531095864e-10,1.3717109528925945e-10,4.972881270991317e-11,4.668487818548783e-14,5.68450051986113e-10,5.728073234651574e-11,3.639408492215067e-10
15,22,12,12,12,12,12,12,1.5321562296883098e-10,1.1703416014086088e-11,4.4124947289440214e-11,4.4124947289440214e-11,1.4988010832439613e-15,2.148583111690634e-10,6.455561154896003e-11,5.050077515805553e-10
15,23,8,8,8,8,8,8,1.6751032548903422e-10,3.4389713299276536e-11,4.649682439057648e-11,4.649682439057648e-11,3.4139358007223564e-14,2.529171765839423e-10,5.857795098815192e-11,4.840144875018484e-10
15,24,7,7,7,7,7,7,1.6299256822699393e-10,2.2041489595818294e-11,5.041186738693578e-11,5.041186738693578e-11,4.440892098500626e-16,2.8545302565585694e-10,7.894517903509417e-11,5.373475293099116e-10
15,25,7,7,7,7,7,7,1.6596599843130694e-10,4.420197372439267e-11,4.727265576805393e-11,4.727265576805393e-11,3.3806291099836017e-14,4.860914073701902e-10,7.073462066239743e-11,5.258088821711677e-10
15,26,5,5,5,5,5,5,1.163472790333131e-10,1.2481737865499554e-11,3.507739738079821e-11,3.507739738079821e-11,1.6653345369377348e-16,8.616086441693431e-11,4.055679754751689e-11,1.4251151801432505e-10
15,27,2,2,2,2,2,2,3.081657151682293e-11,1.3319956249091547e-11,1.0189913355657994e-11,1.0189913355657994e-11,2.7755575615628914e-16,3.25297759007371e-11,1.2705004277075221e-11,7.49980071988266e-11
15,28,1,1,1,1,1,1,5.0012924357467625e-11,6.802322594090526e-12,1.6132268194172336e-11,1.6132268194172336e-11,0.0,3.85269001585076e-11,1.8659011619557533e-11,1.7628617783068697e-11
16,17,374,374,374,374,374,374,2.933112641656521e-10,2.362522399934619e-10,5.056181183704857e-11,5.056181183704857e-11,1.6653345369377348e-16,1.9476563915985856e-10,5.982639621508649e-11,4.885348789219209e-10
16,18,207,207,207,207,207,207,1.690551396787976e-10,2.0533796885047195e-11,5.122062183719051e-11,5.122062183719051e-11,1.6653345369377348e-16,5.657492062919464e-10,1.4447249710744792e-10,8.834761006232703e-10
16,19,116,116,116,116,116,116,2.5241774361105904e-10,9.724399063770761e-11,4.934932180857582e-11,4.934932180857582e-11,1.6653345369377348e-16,4.76945986054268e-10,8.744951021908582e-11,5.389729389364762e-10
16,20,80,80,80,80,80,80,1.9005162031041838e-10,9.357148389455006e-11,6.816269413349845e-11,6.816269413349845e-11,2.220446049250313e-16,6.926145802465e-10,1.613413031339798e-10,9.0758728283228e-10
16,21,49,49,49,49,49,49,1.6587745586826852e-10,2.9761526576521646e-11,4.659301987784284e-11,4.659301987784284e-11,1.6653345369377348e-16,3.790166485105369e-10,9.528475562334095e-11,5.719619384629366e-10
16,22,30,30,30,30,30,30,2.236525734837749e-10,1.2896739232104437e-10,4.5799520463549204e-11,4.5799520463549204e-11,2.220446049250313e-16,3.6513848951730277e-10,8.346979226674683e-11,4.465856499055675e-10
16,23,20,20,20,20,20,20,1.7511248007195945e-10,9.34747834691052e-11,4.544909496007331e-11,4.544909496007331e-11,1.1102230246251565e-16,2.110862688778368e-10,6.368039584560001e-11,5.019757044634757e-10
16,24,16,16,16,16,16,16,1.6475668073757943e-10,4.6589621049974994e-11,4.5416876321700295e-11,4.5416876321700295e-11,1.1102230246251565e-16,1.6176392929572517e-10,5.166039680087343e-11,4.053735586443608e-10
16,25,14,14,14,14,14,14,1.6826877781775385e-10,3.462719000424386e-11,4.6217225747101306e-11,4.6217225747101306e-11,3.3306690738754696e-16,2.1852795011673386e-10,6.54043816495317e-11,5.079024941877779e-10
16,26,10,10,10,10,10,10,1.8457496317357937e-10,3.901134970618614e-11,5.0710543014704365e-11,5.0710543014704365e-11,3.885780586188048e-16,2.81068523814821e-10,7.864178720789476e-11,5.447674069944157e-10
16,27,7,7,7,7,7,7,1.0096079527954771e-10,1.9083734592584278e-11,3.950648356376805e-11,3.950648356376805e-11,3.3306690738754696e-16,1.7934097425862668e-10,5.608596840140584e-11,4.54753997693809e-10
16,28,3,3,3,3,3,3,1.6748955998166504e-10,5.659472890329198e-12,4.6220579447402355e-11,4.6220579447402355e-11,2.220446049250313e-16,1.0493697776471535e-10,5.22859513460264e-11,1.7839132890476354e-10
16,29,1,1,1,1,1,1,4.558242672203505e-12,6.964862020453211e-11,2.972074160350802e-11,2.972074160350802e-11,2.220446049250313e-16,1.1971512134673777e-10,4.021194866797883e-11,2.923068374701359e-10
17,18,368,368,368,368,368,368,3.908835477517414e-10,2.760698336601308e-10,4.660485153888976e-11,4.660485153888976e-11,2.220446049250313e-16,1.7294818607798745e-10,5.450068023551351e-11,4.366363134138003e-10
17,19,219,219,219,219,219,219,2.0630764536577928e-10,2.530120557509008e-11,5.940818533022836e-11,5.940818533022836e-11,1.6653345369377348e-16,4.97348334215111e-10,1.138277080020109e-10,5.983819763351862e-10
17,20,142,142,142,142,142,142,3.3744540837168244e-10,3.7309732648406906e-11,8.664779063391069e-11,8.664779063391069e-11,1.6653345369377348e-16,6.100888970475679e-10,1.4720272303689297e-10,9.11290119453214e-10
17,21,93,93,93,93,93,93,2.8383632637129903e-10,5.5721127493110727e-11,5.220409055700132e-11,5.220409055700132e-11,2.7755575615628914e-16,5.432913186496584e-10,1.000220510409972e-10,5.286353155950779e-10
17,22,60,60,60,60,60,60,1.678466851184196e-10,1.0272251281465118e-11,4.673701947235953e-11,4.673701947235953e-11,1.6653345369377348e-16,2.726885517020208e-10,7.420412184219004e-11,4.931724727106672e-10
17,23,41,41,41,41,41,41,1.6957713521153356e-10,3.157474282033945e-11,4.699934606076588e-11,4.699934606076588e-11,2.7755575615628914e-16,2.738048437403488e-10,7.457021126108311e-11,4.96180826434006e-10
17,24,31,31,31,31,31,31,1.7879069138918765e-10,4.265101949702617e-11,4.7358307731748013e-11,4.7358307731748013e-11,2.220446049250313e-16,2.429195417158729e-10,7.090381588098027e-11,5.264084199981999e-10
17,25,23,23,23,23,23,23,1.8754912724509458e-10,4.494853761430128e-11,4.689300447411993e-11,4.689300447411993e-11,2.7755575615628914e-16,2.38670828775334e-10,6.99628550141145e-11,5.233337677674011e-10
17,26,15,15,15,15,15,15,1.828178719520679e-10,1.439595109786751e-10,5.034540761446718e-11,5.034540761446718e-11,1.6653345369377348e-16,2.646856399235727e-10,7.55344726279415e-11,5.398956617894772e-10
17,27,11,11,11,11,11,11,1.2497066223166174e-10,5.36723895269334e-11,5.596887707748941e-11,4.226473952466055e-11,1.1102230246251565e-15,6.881720410609178e-10,6.106781441450869e-11,4.928260334071527e-10
17,28,6,6,6,6,6,6,1.6771248926546078e-10,3.414407535041288e-11,4.9983348372057605e-11,4.9983348372057605e-11,7.216449660063518e-16,2.8445392007663045e-10,7.845977785067612e-11,5.318388617162237e-10
17,29,2,2,2,2,2,2,4.991463002513509e-11,3.078176873282346e-11,2.7141740011984266e-11,2.7141740011984266e-11,8.881784197001252e-16,1.6823418506675294e-10,4.430079113526788e-11,2.8153284141102407e-10
18,19,389,389,389,389,389,389,1.7432024964139647e-10,9.742373574539442e-11,4.65839990643358e-11,4.65839990643358e-11,2.220446049250313e-16,1.3461073945815046e-10,5.3503907583899385e-11,3.2893004957942714e-10
18,20,233,233,233,233,233,233,2.5137239659892084e-10,1.2406176086443566e-10,5.218688013682503e-11,5.218688013682503e-11,2.220446049250313e-16,2.7667724697223634e-10,7.787192461203733e-11,5.445115414843375e-10
18,21,153,153,153,153,153,153,1.6833154878673207e-10,4.168365652645889e-11,4.624721595893745e-11,4.624721595893745e-11,2.220446049250313e-16,2.2851312063995887e-10,6.768280116019032e-11,5.157643549998165e-10
18,22,104,104,104,104,104,104,2.5801297103531525e-10,1.5707968259448535e-10,4.624042939712495e-11,4.624042939712495e-11,2.220446049250313e-16,3.280303563933345e-10,8.508772593397398e-11,5.288573807439109e-10
18,23,76,76,76,76,76,76,2.1521988897588894e-10,1.1872602900808715e-10,4.907846939644964e-11,4.907846939644964e-11,1.6653345369377348e-16,2.5978256237437985e-10,7.452934501710104e-11,5.373574721749835e-10
18,24,60,60,60,60,60,60,2.0524943005353754e-10,1.0854761534062618e-10,5.3908750295133435e-11,5.3908750295133435e-11,1.1102230246251565e-16,7.3469546302413e-10,1.720528417995245e-10,9.68774991151823e-10
18,25,43,43,43,43,43,43,1.879025071937651e-10,5.178972268240091e-11,4.893908255316884e-11,4.893908255316884e-11,1.6653345369377348e-16,2.683213788181249e-10,7.422333160661989e-11,5.364945953753054e-10
18,26,27,27,27,27,27,27,1.623077497056591e-10,2.501387985631709e-11,5.072414386349335e-11,5.072414386349335e-11,2.220446049250313e-16,2.812242352332096e-10,7.867371977933371e-11,5.448520951684839e-10
18,27,21,21,21,21,21,21,1.6965660473711175e-10,3.233191492313381e-11,4.610251598573985e-11,4.610251598573985e-11,3.885780586188048e-16,2.604692849847437e-10,7.038515416188187e-11,4.6308937645453223e-10
18,28,13,13,13,13,13,13,1.6837529244126404e-10,1.2128853477122448e-11,4.6224686747709126e-11,4.6224686747709126e-11,2.220446049250313e-16,2.2228782000669566e-10,6.626511451917495e-11,5.108425983410216e-10
18,29,3,3,3,3,3,3,6.527771378994629e-11,1.035260766002466e-11,2.253729150075273e-11,2.253729150075273e-11,3.885780586188048e-16,1.3239146682232928e-10,5.2665533047294534e-11,3.035628046905406e-10
19,20,384,384,384,384,384,384,1.7307974888372546e-10,6.9994010587493e-11,5.207917038840263e-11,5.207917038840263e-11,1.6653345369377348e-16,1.521984227086463e-10,5.996334986312745e-11,3.7904083982082527e-10
19,21,245,245,245,245,245,245,1.6923371341445725e-10,2.345779126500247e-11,5.224195249005532e-11,5.224195249005532e-11,1.6653345369377348e-16,2.8530674374299866e-10,7.884654567233648e-11,5.360065564516139e-10
19,22,158,158,158,158,158,158,1.6987180878526992e-10,2.6665447627749472e-11,5.041054370406624e-11,5.041054370406624e-11,1.6653345369377348e-16,2.7576051773078635e-10,7.770515980110295e-11,5.442993478051914e-10
19,23,117,117,117,117,117,117,1.9297601172781497e-10,1.0857804227865286e-10,5.551809404334491e-11,5.551809404334491e-11,2.220446049250313e-16,6.499608462963714e-10,1.4025870418436255e-10,7.347081930433335e-10
19,24,89,89,89,89,89,89,1.6933221567549256e-10,2.8213404521180014e-11,5.103990631420859e-11,5.103990631420859e-11,1.6653345369377348e-16,5.884192027645072e-10,1.5027224571171037e-10,9.191269955216708e-10
19,25,64,64,64,64,64,64,1.6951133248802042e-10,5.0611070889772236e-11,4.83382273057795e-11,4.83382273057795e-11,2.220446049250313e-16,2.5225437568922615e-10,7.293102474215094e-11,5.327585336919595e-10
19,26,41,41,41,41,41,41,2.1526845914632137e-10,6.560969248474165e-11,5.01833349279136e-11,5.01833349279136e-11,3.3306690738754696e-16,3.3861582218523913e-10,7.869731835373768e-11,5.343508504274692e-10
19,27,26,26,26,26,26,26,1.6788686586777235e-10,1.0008216477785936e-11,5.08119521951213e-11,5.08119521951213e-11,3.885780586188048e-16,2.833223435515385e-10,7.901380454630719e-11,5.446398975161822e-10
19,28,17,17,17,17,17,17,1.6679007133757473e-10,2.187650061102886e-11,4.854306979638378e-11,4.854306979638378e-11,1.6653345369377348e-16,1.191258968758482e-10,5.592661392143872e-11,2.2237940859934564e-10
19,29,5,5,5,5,5,5,7.186130163150395e-11,7.915390565216285e-11,3.6350931964856047e-11,3.6350931964856047e-11,2.220446049250313e-16,1.579909020369135e-10,5.0680836483899544e-11,3.949460403948974e-10
19,30,2,2,2,2,2,2,1.2920139957905974e-10,1.2738976540305202e-11,4.2649183589756534e-11,4.2649183589756534e-11,5.551115123125783e-17,1.0467844158030068e-10,4.919813110454139e-11,1.6487065003160894e-10
20,21,410,410,410,410,410,410,1.7375803877325846e-10,6.191097634555831e-11,4.6606469713473966e-11,4.6606469713473966e-11,1.6653345369377348e-16,1.433156105028271e-10,5.678680832981524e-11,3.289407741572492e-10
20,22,260,260,260,260,260,260,1.7615860940095596e-10,1.3152490208057088e-10,4.970740639522832e-11,4.970740639522832e-11,1.6653345369377348e-16,6.372090601973578e-10,1.379426939986953e-10,7.230738188465393e-10
20,23,183,183,183,183,183,183,1.685449027523031e-10,5.100475597430432e-12,4.654889913974406e-11,4.654889913974406e-11,2.220446049250313e-16,2.1231247327008224e-10,6.396751505683533e-11,5.029949996229058e-10
20,24,128,128,128,128,128,128,2.789434239147681e-10,1.8050052401197002e-10,4.9613846723609225e-11,4.9613846723609225e-11,2.220446049250313e-16,6.281290467221758e-10,1.4674259090973594e-10,8.25266145465788e-10
20,25,94,94,94,94,94,94,2.7123181515427205e-10,1.4365386218989948e-10,5.083366029089549e-11,5.083366029089549e-11,1.6653345369377348e-16,2.8613431716939615e-10,7.939564281584822e-11,5.430017191756634e-10
20,26,59,59,59,59,59,59,3.794131850112389e-10,2.3223791237726736e-10,4.923783568895004e-11,4.923783568895004e-11,3.3306690738754696e-16,2.6149592436103205e-10,7.488441611553754e-11,5.382988568638604e-10
