view1,view2,correspondences,formula_relative_error,camera_center_relative_residual,projected_point_sampson_max,projected_point_normalized_residual_max,rank_ratio,observation_sampson_median,transpose_sampson_median,lott_certified,lott_failures,hs_finite,both_finite,lott_cost_mean,hs_cost_mean,gap_mean,gap_abs_max,lott_normalized_residual_max,hs_normalized_residual_max
5,11,9,4.2150470133767711e-17,1.4172655828230043e-16,7.2822377717264402e-10,1.2477891045062895e-19,2.8585318801768873e-22,0.41538281951193029,22.17983766385959,9,0,9,9,0.28681520949782768,0.28681520949782752,2.4671622769447924e-16,1.2795320358804929e-13,2.8641742010454514e-21,2.7807177021129415e-21
5,12,6,3.5425555882207644e-17,1.4172655828230043e-16,4.3350956709892129e-10,7.4258310241768317e-20,7.1844354671166082e-23,0.56578891627913919,27.969556780809242,6,0,6,6,0.44901923204433825,0.44901923204434241,-4.1529280014884762e-15,3.4194869158454821e-13,4.2353790131215464e-21,2.1940983874710097e-21
5,13,5,1.1223293587725027e-16,1.4172655828230043e-16,3.5587350165952651e-10,6.2330108216262379e-20,1.4686267245725768e-24,0.7191454678958118,33.567407084897006,5,0,5,5,0.72877821025177336,0.7287782102517022,7.1170846993595655e-14,4.4675374510916299e-13,2.8622847036586228e-21,2.2948531559569969e-21
5,14,4,1.1270536514763232e-16,1.4172655828230043e-16,4.5582757235844568e-10,8.0991552853629229e-20,1.6880532626283933e-22,0.58814111236784483,40.827389979225806,4,0,4,4,0.59724286844341723,0.59724286844339736,1.987017321514184e-14,2.304822999121825e-13,3.3448487503593397e-21,1.4942279241422821e-21
5,15,3,1.1268890878154767e-16,1.4172655828230043e-16,5.3260272434226831e-10,9.4145003811088005e-20,1.3560896712355768e-22,0.87836101513529297,42.133706002321233,3,0,3,3,0.93749196110407496,0.93749196110393196,1.4295567044945537e-13,4.0634162701280729e-13,2.9307257870096073e-21,7.8215542275566327e-22
5,16,2,2.2240066698913905e-16,1.4172655828230043e-16,5.3343633524639113e-10,9.2314347457985144e-20,6.9074389870972839e-24,1.0619495350501467,49.039746962039651,2,0,2,2,1.1994310313599024,1.1994310313598817,2.0761170560490427e-14,6.1506355564233672e-14,3.9355819509318498e-22,3.9355819509318508e-22
5,17,2,1.328559817823264e-17,1.4172655828230043e-16,5.1373741158977059e-10,9.8277207472032326e-20,3.0244436188625483e-22,1.1349766929049117,51.59367759795343,2,0,2,2,1.2896532873605873,1.2896532873604249,1.6231460620019789e-13,2.5202062658991053e-13,1.116657224774766e-21,3.947747058443508e-22
5,18,1,7.5934456751974699e-18,1.4172655828230043e-16,3.9727527237086147e-10,1.6715062539294823e-19,4.3777110942707388e-22,1.0602970912344041,43.9704332543795,1,0,1,1,1.1242255308947415,1.1242255308949263,-1.8474111129762605e-13,1.8474111129762605e-13,1.1208745038583225e-21,0
5,19,1,3.5414657693502043e-18,1.4172655828230043e-16,4.4159919579966904e-10,2.3436946906525404e-19,6.316420017161142e-22,1.0067732497577315,42.152085857209705,1,0,1,1,1.0135878797015283,1.013587879701439,8.9261931179862586e-14,8.9261931179862586e-14,1.4960762966055216e-21,3.7401907415138039e-22
5,20,1,2.9437053872390847e-18,1.4172655828230043e-16,4.621982081287621e-10,2.5740571649931086e-19,2.9127873964538328e-23,0.91975739258156619,36.7554392949516,1,0,1,1,0.84594963336874662,0.84594963336852347,2.2315482794965646e-13,2.2315482794965646e-13,1.1193140071685958e-21,0
5,21,1,1.1105182450503799e-16,1.4172655828230043e-16,5.8132085779156158e-10,2.3867136868701334e-19,2.5022979596396406e-22,0.84070470712565615,27.851257532728482,1,0,1,1,0.70678090483363509,0.70678090483389655,-2.6145752229922437e-13,2.6145752229922437e-13,1.2995033459790938e-21,0
6,7,219,4.4105801002873502e-16,3.7059928896546079e-17,3.0572627070179527e-08,1.9494284929934917e-17,7.5867059926525486e-23,0.14999307539486414,6.6944827625834504,219,0,219,219,0.06815068819412759,0.068150688194126952,7.170787579686409e-16,1.1862733018119798e-13,7.2023255028323676e-20,4.746596217671993e-20
6,8,124,2.1913151301196937e-16,3.7059928896546079e-17,7.2580884504767584e-09,2.3480528057207257e-18,9.0643101845295425e-23,0.22774816418043284,14.138378311417794,124,0,124,124,0.2125516941778737,0.21255169417788308,-9.4891215817809651e-15,9.64561763794336e-13,4.78347877785101e-20,1.7864759428349129e-20
6,9,55,4.5716413361356192e-17,3.7059928896546079e-17,3.0350615274594339e-09,6.118926549152608e-19,4.9958997733239319e-25,0.23468802048000145,14.454243391082795,55,0,55,55,0.13787987087558298,0.13787987087558012,2.8146658697186228e-15,1.0047518372857667e-13,1.1491123534535896e-20,9.5985527080915773e-21
6,10,37,5.5755243137786256e-18,3.7059928896546079e-17,1.4925809636869764e-09,2.3400624695716502e-19,1.1500077230058354e-22,0.23740931965150958,18.087622651256964,37,0,37,37,0.20070732675232211,0.20070732675231343,8.6420443870246087e-15,1.2523315717771766e-13,1.0683885618049358e-20,8.283658748428598e-21
6,11,17,5.6785585509057753e-18,3.7059928896546079e-17,8.2233861075302799e-10,1.1718577557600349e-19,1.9250703016175842e-22,0.33892642485124136,23.601631063972974,17,0,17,17,0.19619924362544805,0.19619924362544597,2.1270643539001203e-15,1.0252909632413321e-13,6.617579517931204e-21,5.8290685893380755e-21
6,12,11,1.1138453203882809e-16,3.7059928896546079e-17,7.3576267053917778e-10,1.0436905818712856e-19,1.5162606487782506e-22,0.4525401550984996,28.376909884307359,11,0,11,11,0.24499688113618168,0.24499688113619475,-1.307161449788778e-14,1.3181122859862171e-13,4.1573286604270645e-21,2.2333983155370149e-21
6,13,9,1.1117492948938559e-16,3.7059928896546079e-17,6.7663220596770502e-10,9.8508555335269019e-20,5.2331929087679622e-22,0.60299604873210066,36.241823528891437,9,0,9,9,0.47374601586800302,0.47374601586804338,-4.0337332239835812e-14,1.1890488593735427e-13,3.4058209441172484e-21,1.5480585808137095e-21
6,14,6,1.1146467930202461e-16,3.7059928896546079e-17,4.2476432026856787e-10,6.288710433261051e-20,1.5147329425838632e-22,0.71494568085320254,46.841121463874039,6,0,6,6,0.54053607485620625,0.54053607485630695,-1.0074522234967039e-13,2.3736568266485847e-13,2.5433250374983502e-21,1.2716625187491753e-21
6,15,4,1.1137248060727257e-16,3.7059928896546079e-17,5.3517963379942906e-10,7.8754282892807404e-20,1.3970122616481455e-22,1.1233269986356551,48.92291031442204,4,0,4,4,1.0984754559975189,1.0984754559975114,7.4220143919667692e-15,7.9047879353311146e-14,1.5832557751951148e-21,1.5832557751951148e-21
6,16,2,5.0592569033485962e-18,3.7059928896546079e-17,5.1263218200116736e-10,7.3679326672284255e-20,2.8890866370408821e-22,1.4909565368728015,52.223481637071188,2,0,2,2,2.5755896319294291,2.575589631929367,6.1894933622852477e-14,1.078026556911027e-13,1.5934469492115837e-21,1.867781613083573e-21
6,17,2,1.1105460600115519e-16,3.7059928896546079e-17,5.7093340919430355e-10,8.482210047093182e-20,4.0538758021137406e-23,1.610742615336334,55.927000561743128,2,0,2,2,3.2887815476085924,3.2887815476087923,-1.9956258867637189e-13,6.0396132539608516e-13,2.3979693431212279e-21,1.1282024622098634e-21
6,18,1,1.1113127845191299e-16,3.7059928896546079e-17,5.3495529554636707e-10,1.5462835627946405e-19,3.7973701205706006e-22,0.71607638737742507,50.156600871422732,1,0,1,1,0.51276427178974471,0.51276427178970208,4.2632564145606011e-14,4.2632564145606011e-14,3.7749163509303144e-22,0
6,19,1,1.1106279999192484e-16,3.7059928896546079e-17,4.6715750725219662e-10,2.1589129180783922e-19,5.243874409177129e-22,0.71619511462758123,50.070425042019302,1,0,1,1,0.51293409043955385,0.51293409043962956,-7.5717210279435676e-14,7.5717210279435676e-14,7.5578007911165738e-22,3.7789003955582874e-22
6,20,1,1.2959242097243239e-18,3.7059928896546079e-17,5.2359667935633109e-10,2.5093521848501673e-19,1.3195965463363754e-22,0.725676984889703,46.780387559154256,1,0,1,1,0.52660540698461766,0.52660540698452585,9.1815444136500446e-14,9.1815444136500446e-14,3.7693701445134542e-22,3.7693701445134552e-22
6,21,1,7.8269769187023583e-19,3.7059928896546079e-17,5.3895341294172234e-10,2.5858581869863654e-19,3.9514784260813172e-23,0.73629545636296068,40.186255261611372,1,0,1,1,0.54212894170018877,0.54212894170021864,-2.9864999362416711e-14,2.9864999362416711e-14,9.3764839402886383e-22,3.7505935761154566e-22
7,8,227,4.3959676972587732e-16,3.5427931262843056e-17,4.1067308653502454e-08,1.8877085428399853e-17,1.4054321552498761e-22,0.14003602229477041,7.3007297164770222,227,0,227,227,0.066726628253091835,0.066726628253089976,1.829166174260508e-15,1.5953904863863499e-13,8.291059511835517e-20,4.2629434427592537e-20
7,9,111,3.9266737516071646e-16,3.5427931262843056e-17,1.202982601217345e-08,2.3929904123428716e-18,7.5192094253381979e-24,0.22803604092187882,13.334213852104664,111,0,111,111,0.12853651046602255,0.12853651046602257,5.0905855989818554e-17,2.0516921495072893e-13,3.0748948776290158e-20,2.3802666387252307e-20
7,10,62,1.1156616865283904e-16,3.5427931262843056e-17,3.6770558196067928e-09,4.863116747428529e-19,1.6627272010639348e-22,0.29889335234858455,16.1694387490152,62,0,62,62,0.20938162060234294,0.2093816206023533,-1.0470529503170337e-14,4.1877612488860905e-13,2.1926434329009522e-20,1.5130096528072314e-20
7,11,28,1.1644714395125762e-16,3.5427931262843056e-17,2.3326130830323514e-09,2.654275831264699e-19,3.7415402412741026e-23,0.32515218177301169,19.582602217175243,28,0,28,28,0.16766740429229493,0.16766740429229396,1.017364980702389e-15,1.5620837956475953e-13,1.6403959742518754e-20,6.3770970262546504e-21
7,12,16,1.2784482946864693e-16,3.5427931262843056e-17,1.3385483638886383e-09,1.5076977193082701e-19,3.8731960593967798e-23,0.23577179843153917,25.919034660383883,16,0,16,16,0.1394951634177643,0.13949516341776452,-1.7361803726460845e-16,1.1876610805927612e-13,5.2588881580999197e-21,6.8201485576340868e-21
7,13,13,2.4514839596739686e-17,3.5427931262843056e-17,7.6031204936802157e-10,8.8476654397635558e-20,1.5581224085503746e-22,0.3596130237692492,30.788493374670821,13,0,13,13,0.28349972230882858,0.28349972230885412,-2.549229524054871e-14,1.1890488593735427e-13,4.3876170910787496e-21,2.153284140517542e-21
7,14,9,1.1221911467506076e-16,3.5427931262843056e-17,7.1951734854223882e-10,8.5419410741580986e-20,2.2904659175071397e-22,0.41921033737726598,44.282445724797803,9,0,9,9,0.35135484162248848,0.35135484162253033,-4.1908509841438578e-14,1.5792922525292852e-13,5.817805154876961e-21,2.3106057327105151e-21
7,15,7,1.1294561001362887e-16,3.5427931262843056e-17,5.6582878414916054e-10,6.6607927145437803e-20,3.1862461005950106e-23,0.79169067394996528,41.134747217068181,7,0,7,7,0.86513347266170537,0.86513347266166574,3.9638431426070042e-14,2.5512925105886097e-13,3.8660908443866546e-21,2.3158051378824411e-21
7,16,3,3.7448796952305308e-18,3.5427931262843056e-17,5.9429134287733597e-10,6.8075835709473576e-20,3.248280809785508e-22,0.88650086509859982,61.179100320227299,3,0,3,3,1.9764718135425985,1.9764718135425985,-2.2204460492503131e-16,3.6415315207705135e-14,8.0896152112063364e-22,1.5118113406165588e-21
7,17,2,2.2220224333164215e-16,3.5427931262843056e-17,6.1724349916886754e-10,7.8014818472343092e-20,3.5916020520626581e-22,1.4920271091333066,58.212044882133497,2,0,2,2,3.3892240347388043,3.3892240347387648,3.9440672949808686e-14,6.2172489379008766e-14,4.0578287561498518e-22,0
7,18,1,1.0749675146787755e-18,3.5427931262843056e-17,6.3057706562211981e-10,1.3693378937819935e-19,7.4835172677769492e-22,0.37536401886948956,54.226264668111128,1,0,1,1,0.14089801339336055,0.1408980133933368,2.375877272697835e-14,2.375877272697835e-14,1.1458751516848309e-21,0
7,19,1,4.9867790141086299e-18,3.5427931262843056e-17,5.5105180454956071e-10,1.8844684925770396e-19,1.2466275679668629e-22,0.39493338255955002,55.658427309455497,1,0,1,1,0.15597218909430072,0.15597218909428334,1.73749903353837e-14,1.73749903353837e-14,0,3.8237651884231214e-22
7,20,1,1.0232017142564911e-18,3.5427931262843056e-17,5.3294117581521543e-10,2.2072887528926805e-19,2.4891125356623186e-22,0.45657992895992916,54.303073230539361,1,0,1,1,0.2084648828072215,0.20846488280725139,-2.989275493803234e-14,2.989275493803234e-14,7.6282596694833862e-22,1.1442389504225085e-21
7,21,1,2.4313636304879908e-18,3.5427931262843056e-17,6.0362752453842324e-10,2.4606026380581058e-19,2.6274702278131864e-22,0.51050026220781353,50.027499102645109,1,0,1,1,0.26060993598741755,0.26060993598736559,5.1958437552457326e-14,5.1958437552457326e-14,1.1385301566020919e-21,3.7951005220069736e-22
8,9,207,5.5861829448218766e-17,3.6015275823718688e-17,7.7344955853576016e-08,1.8965459317160125e-17,1.5175152407442123e-22,0.13618318582775588,7.0442861085159496,207,0,207,207,0.06757934124654566,0.067579341246541094,4.5589007225741753e-15,1.5842882561400984e-13,9.0377936406863362e-20,5.0057093386102059e-20
8,10,121,1.7214542096146846e-16,3.6015275823718688e-17,1.9903812325148936e-08,2.2194684069136393e-18,2.0191442255405639e-23,0.23002921530495274,11.282753453992743,121,0,121,121,0.13518676879904901,0.13518676879904953,-5.1725039961932354e-16,2.4191759706582161e-13,3.0415391315555809e-20,1.3816872450108285e-20
8,11,60,1.4840123159625487e-16,3.6015275823718688e-17,7.0045834101591718e-09,5.9835703192571663e-19,2.2436205208619937e-22,0.26124755935479704,14.257174608648672,60,0,60,60,0.15462812052483332,0.15462812052484182,-8.4804521938890507e-15,1.4444001550373287e-13,1.0611499443638389e-20,1.0804296451756811e-20
8,12,37,3.9745697688953512e-18,3.6015275823718688e-17,2.8502606111357385e-09,2.3917395306094109e-19,7.6027331338080241e-23,0.26215357505594739,20.127782877421641,37,0,37,37,0.28808370261885391,0.28808370261887656,-2.2578146887769039e-14,4.1255887595070817e-13,1.1279157369777142e-20,8.1214289733520422e-21
8,13,26,3.6076707526257957e-18,3.6015275823718688e-17,1.5827425027347925e-09,1.3904910944391117e-19,5.9597385138086067e-22,0.38904807846517864,26.191847181404224,26,0,26,26,0.28670498142019263,0.2867049814202195,-2.6794466356042581e-14,2.206013149930186e-13,7.9901112473013472e-21,3.1960444989205384e-21
8,14,20,1.1261794593522342e-16,3.6015275823718688e-17,1.1869277722916705e-09,1.0685502951098379e-19,2.0682339271415678e-22,0.37646952081033092,33.432867490712745,20,0,20,20,0.41055039791721953,0.41055039791724945,-2.9842393747120388e-14,3.4550140526334872e-13,4.9014437832773466e-21,2.5967610703368733e-21
8,15,16,1.1143093266904855e-16,3.6015275823718688e-17,9.4589975748945016e-10,8.3905239826183894e-20,8.4225367784298704e-22,0.45398442872465733,38.154546864896702,16,0,16,16,0.83468384908848259,0.83468384908850757,-2.4891892746233685e-14,4.3920422854171193e-13,4.3221919722240111e-21,2.3695304301012039e-21
8,16,7,5.5589476426468221e-18,3.6015275823718688e-17,6.929346324430811e-10,5.9394194353523836e-20,2.7061944179386206e-23,0.93523333675590403,45.978691403423191,7,0,7,7,1.5456010329319629,1.5456010329319887,-2.5833997639525461e-14,4.7073456244106637e-13,4.5969288258702666e-21,2.6933797611577666e-21
8,17,5,1.1817851633296196e-17,3.6015275823718688e-17,7.3279007876871669e-10,7.0027219841870402e-20,1.2103261118361049e-22,0.38855164062719866,51.726829457880378,5,0,5,5,1.6421361368903049,1.6421361368903671,-6.2105529052836064e-14,2.4513724383723456e-13,1.6676228624355426e-21,7.7132456725881447e-22
8,18,2,2.2207312463682516e-16,3.6015275823718688e-17,7.2123381733868789e-10,1.1346822863696106e-19,4.5927118354669208e-22,0.24462722789747057,55.493771560960866,2,0,2,2,0.074638730661183775,0.074638730661113026,7.0748094882500112e-14,1.1440848268762238e-13,1.5919837946732999e-21,1.9356625048168879e-21
8,19,2,2.8153534342969682e-18,3.6015275823718688e-17,6.0950134793658858e-10,1.5532825474685519e-19,4.7549398270916052e-22,0.42939976491585996,57.94043473003714,2,0,2,2,0.18563996485018908,0.18563996485020984,-2.0761170560490427e-14,8.404388296412435e-14,1.9880058545444107e-21,3.9760117090888236e-22
8,20,2,3.0579885103115183e-18,3.6015275823718688e-17,5.2624926505690284e-10,1.8356338770528495e-19,3.6101430898981631e-22,0.59525594580880248,58.168028790980109,2,0,2,2,0.36615834131112979,0.36615834131109343,3.6387559632089506e-14,7.7438055967604669e-14,1.7825461437972353e-21,1.9806068264413724e-22
8,21,1,1.1102469165302935e-16,3.6015275823718688e-17,6.0666045814751985e-10,2.0942241367175141e-19,4.1891026735661031e-23,0.55707066722290566,57.003770643753164,1,0,1,1,0.31032710451772222,0.31032710451756595,1.5626389071599078e-13,1.5626389071599078e-13,1.5385613449461622e-21,5.7696050435481126e-22
9,10,236,1.5343511705489515e-16,7.4352573136999346e-17,1.8970797270164196e-07,2.0079184717245945e-17,9.2632391719407898e-23,0.14818904066389438,5.6002001148854461,236,0,236,236,0.076417031568186189,0.076417031568181262,4.9577170935008449e-15,2.758904216193514e-13,8.133925358911939e-20,4.455773569831863e-20
9,11,123,1.2942482802560474e-16,7.4352573136999346e-17,3.5422578590712946e-08,2.0444770289995193e-18,3.4902028891647017e-22,0.22400061167254767,7.8868343922257234,123,0,123,123,0.24482351231742955,0.24482351231742952,-1.0623381861828533e-16,2.3625545964023331e-13,2.9170543092805801e-20,1.6339137814581375e-20
9,12,76,2.6549714065929523e-16,7.4352573136999346e-17,1.0399575494044439e-08,5.8318631509845779e-19,1.7893947530111475e-22,0.29210998060308668,13.789222117826931,76,0,76,76,0.3487792124309495,0.34877921243094906,5.1620414610714708e-16,6.510347816401918e-13,1.7273707084813221e-20,9.1624622941250917e-21
9,13,54,1.3028918036442772e-16,7.4352573136999346e-17,3.648126972377915e-09,2.2141642491571129e-19,1.6146197712153138e-22,0.40442101911311878,18.929767752785779,54,0,54,54,0.4978012412614391,0.4978012412614522,-1.322115494200758e-14,4.4053649617126212e-13,1.2948185833061632e-20,8.5884029087093943e-21
9,14,38,1.1259883750782753e-16,7.4352573136999346e-17,2.2410813026366348e-09,1.4033497712459382e-19,4.3133354201913034e-23,0.42232691161592051,27.858889184806081,38,0,38,38,1.7946008271925031,1.7946008271925113,-7.7387981162990249e-15,3.4106051316484809e-13,8.9494839697817198e-21,4.4815043783302082e-21
9,15,23,1.2978464438900888e-16,7.4352573136999346e-17,1.4294312581580296e-09,8.6488278987593229e-20,3.5552365910429339e-22,0.41746701978300849,34.44482071317772,23,0,23,23,0.74263083993789025,0.74263083993788903,1.1394493440573745e-15,3.872457909892546e-13,3.3698390952389178e-21,4.7938734139939873e-21
9,16,11,1.1356897616460652e-16,7.4352573136999346e-17,1.3035598434818862e-09,7.4864833069470581e-20,3.5440503968278278e-22,0.88612402521787437,43.87117105841827,11,0,11,11,1.4541542281131525,1.4541542281131177,3.4869370580706854e-14,1.8107737531636303e-13,4.2428337681830395e-21,3.30877034707797e-21
9,17,9,1.1329290210271543e-16,7.4352573136999346e-17,9.1294843790097544e-10,7.2578848655423774e-20,4.1136314045965294e-22,1.1103428161323625,49.522536443165755,9,0,9,9,1.3585068868623642,1.3585068868624666,-1.0241190611597833e-13,2.8110846983508964e-13,4.5303911417911049e-21,1.6786861683143708e-21
9,18,4,1.5523825876600014e-17,7.4352573136999346e-17,7.7011918312259336e-10,9.7550725535164678e-20,2.6990385278215514e-22,0.45876652733593337,53.745541371800044,4,0,4,4,0.60685267105275298,0.60685267105268237,7.0513039851505255e-14,3.0553337637684308e-13,1.6604912919361532e-21,8.3024564596807705e-22
9,19,4,1.5353462153231483e-17,7.4352573136999346e-17,6.3605114352128667e-10,1.2590289808139378e-19,2.5362429796991586e-24,0.65872748870935216,56.706703721399855,4,0,4,4,0.89267479796641136,0.89267479796644233,-3.1124408605975873e-14,2.9265478929119126e-13,1.9137577108212513e-21,8.2837221962650151e-22
9,20,4,1.1119191401092434e-16,7.4352573136999346e-17,5.4689955087901093e-10,1.4516818916752042e-19,1.3091682419867309e-22,0.85068430719868537,57.913160727258671,4,0,4,4,1.1605830126701429,1.1605830126700269,1.159312988489869e-13,1.7896795156957523e-13,1.5683780888909317e-21,1.0300840754878206e-21
9,21,1,5.7324766529647526e-18,7.4352573136999346e-17,5.8380861687049329e-10,1.6868395653454699e-19,1.3044938552612271e-22,0.49193179280815452,61.110507388227091,1,0,1,1,0.24199653663244569,0.24199653663247883,-3.3140157285060923e-14,3.3140157285060923e-14,0,0
10,11,218,2.3448098181478358e-15,6.689306919881778e-17,4.9342707049466158e-07,1.8657469475574127e-17,2.191059878502548e-22,0.1519755735583746,4.1321122337369136,218,0,218,218,0.098510877579417955,0.098510877579421452,-3.5527243854013762e-15,2.6245672302138701e-13,5.6329354692761507e-20,3.5152899762978943e-20
10,12,128,2.2693514801058355e-16,6.689306919881778e-17,6.9009443247775519e-08,2.1323581653553395e-18,1.2124909827059411e-23,0.23763785110598468,8.3472186665056647,128,0,128,128,0.23759373460888422,0.23759373460888433,-2.5830681694776683e-17,1.6076029396572267e-13,2.3695510662192029e-20,1.211522432261895e-20
10,13,83,2.3404208814330894e-16,6.689306919881778e-17,8.3951716676879134e-09,5.3938273729930451e-19,2.656048640996993e-22,0.27453016673826697,13.209378254552382,83,0,83,83,0.53023041620615896,0.53023041620616262,-3.6204821519645299e-15,3.0719871091378081e-13,1.4208464500778988e-20,8.0854644770854639e-21
10,14,56,1.7022056297791388e-16,6.689306919881778e-17,3.6145445190890133e-09,2.0340821064228278e-19,1.9539389562167887e-22,0.30353421230112299,18.351749109490783,56,0,56,56,1.0209414249885276,1.0209414249885371,-9.7432355810931286e-15,2.7711166694643907e-13,9.6813526121125614e-21,6.7046699756145176e-21
10,15,34,7.0910045814634391e-17,6.689306919881778e-17,3.0005771971481144e-09,1.047909184307431e-19,3.0909689012589105e-23,0.29648862752575039,23.438216779326289,34,0,34,34,1.5754300277407003,1.5754300277407189,-1.9127417173649128e-14,1.7741363933510002e-13,6.2924332844636245e-21,4.6384547311195881e-21
10,16,16,1.1203630652459323e-16,6.689306919881778e-17,1.2317333868644853e-09,7.8301128857195248e-20,2.2680512150979514e-22,0.59325400205909307,35.983831641188402,16,0,16,16,0.54921354864431415,0.54921354864434146,-2.7425110793455332e-14,2.8421709430404007e-13,4.3255427068592111e-21,2.1627713534296059e-21
10,17,12,1.147430651329245e-16,6.689306919881778e-17,9.1319196623029912e-10,8.1060347439083636e-20,2.2136347239497308e-22,0.68183849185854795,42.865271563320526,12,0,12,12,0.75164468575010546,0.75164468575014742,-4.1864949007486274e-14,2.0383694732117874e-13,5.3320807369364367e-21,2.6053239827880719e-21
10,18,5,1.3333837665823993e-17,6.689306919881778e-17,7.5294556361950025e-10,9.0158173407673409e-20,9.1443061805052292e-22,0.38371675118373005,50.517343536173861,5,0,5,5,0.6025537505945755,0.60255375059454774,2.7691390847017772e-14,2.48245868306185e-13,8.4145582256564211e-22,3.0870974468698552e-21
10,19,4,1.1200270410529122e-16,6.689306919881778e-17,6.8217273354821574e-10,9.8936165799471024e-20,5.7619754179645468e-22,0.89163495841931306,54.686632657486413,4,0,4,4,1.0930122829120896,1.0930122829120219,6.7875826487151514e-14,3.290701044988964e-13,3.1901650507776165e-21,1.6393108226967212e-21
10,20,4,2.2204718613084827e-16,6.689306919881778e-17,4.5512717099718026e-10,1.177680066084188e-19,9.0947575422193331e-23,0.91291178948681095,56.894005124145181,4,0,4,4,1.4306701315588659,1.4306701315588537,1.234949642547889e-14,5.6399329650957952e-14,1.6705280041127651e-21,1.1933213187907035e-21
10,21,1,5.5051752816803288e-18,6.689306919881778e-17,5.6243484873082069e-10,1.3332424384867228e-19,3.7887955923333429e-22,0.324570084016372,62.372906977410615,1,0,1,1,0.10534565637018928,0.10534565637013894,5.0334736378943035e-14,5.0334736378943035e-14,2.7706256079033349e-21,7.9160731654381006e-22
11,12,261,6.9398567379382788e-16,3.9984832438779498e-17,9.2609321105832495e-07,1.8590580618087293e-17,1.5447058320155757e-22,0.1277908813713779,4.9526645911564486,261,0,261,261,0.071683306108346875,0.071683306108348402,-1.4311618911570002e-15,2.0050627824730327e-13,6.8457196908564066e-20,3.1984103570781223e-20
11,13,171,9.9205834639482689e-17,3.9984832438779498e-17,6.3497476755893402e-08,1.7513319715097552e-18,1.5284979776383085e-22,0.20101297097528695,10.363809628085523,171,0,171,171,0.30509812497775513,0.30509812497775801,-2.758976104957114e-15,5.6488147492927965e-13,2.5355157356286008e-20,1.5785621632590854e-20
11,14,112,1.2143821894010092e-16,3.9984832438779498e-17,1.3660195245512401e-08,4.7584409902060388e-19,1.2976341652805597e-22,0.28466440845773322,15.950650541318611,112,0,112,112,0.37092991631164229,0.37092991631164868,-6.4181022910444395e-15,6.8123284790999605e-13,2.3166406568277404e-20,8.8450895741150176e-21
11,15,74,6.3327741806647604e-17,3.9984832438779498e-17,9.5677356978294915e-09,1.6826546559043451e-19,2.3650519548990287e-22,0.34475908080928452,23.628259528766471,74,0,74,74,0.40719866054282716,0.40719866054284309,-1.6066659399067273e-14,2.6156854460168688e-13,8.2464337354292973e-21,7.4060305288043434e-21
11,16,43,1.16438623004774e-16,3.9984832438779498e-17,9.0036973733220011e-09,1.0560621619069688e-19,8.1487575280752226e-23,0.6439028178008348,28.856191281897448,43,0,43,43,0.65537084944603874,0.65537084944606172,-2.3000880108805366e-14,4.82280881897168e-13,6.5798954314320138e-21,4.6270945637362912e-21
11,17,27,1.1102999724687251e-16,3.9984832438779498e-17,1.7362373033722823e-09,9.5586703454870006e-20,1.0066049670422427e-22,0.65711287013342745,32.992106010889472,27,0,27,27,0.61204997487890078,0.61204997487894186,-4.0981308174656181e-14,3.6814995496570191e-13,5.2108052315443148e-21,2.6236684004570326e-21
11,18,12,1.1114362286340473e-16,3.9984832438779498e-17,6.9741195096265571e-10,9.6264184222836223e-20,2.9334285914932094e-22,0.57475913349529506,30.309376032177624,12,0,12,12,1.0058206209937945,1.0058206209938076,-1.2899765168087699e-14,3.7414515929867775e-13,4.0425908258816474e-21,3.4190070892544067e-21
11,19,6,1.1107929518948269e-16,3.9984832438779498e-17,4.6713288788781775e-10,9.2127782899320956e-20,1.9083083914960578e-22,0.74256922146507587,45.053826166599009,6,0,6,6,1.0226739774388196,1.0226739774387636,5.6168322308073705e-14,1.6964207816272392e-13,4.4514494431192165e-21,2.5531950079672793e-21
11,20,4,1.1120622351864403e-16,3.9984832438779498e-17,4.6035424745679953e-10,9.8167310214642905e-20,2.2763800052706299e-22,0.98593987239689729,54.020455052301642,4,0,4,4,1.7116658565828655,1.7116658565827432,1.2233963841978834e-13,2.4735768988648488e-13,1.6148389198630509e-21,1.5644355504333532e-21
11,21,1,1.1112588233319984e-16,3.9984832438779498e-17,5.2070240341699151e-10,9.7450339897055798e-20,2.2273417044983983e-22,0.31690599001758213,61.406446817938857,1,0,1,1,0.10042934329013187,0.10042934329014117,-9.298117831235686e-15,9.298117831235686e-15,1.2051333709045702e-21,4.017111236348568e-22
12,13,278,1.0516346042612022e-15,1.6864030523197573e-16,3.1941312954075091e-07,1.7664035440245618e-17,5.9612435414886387e-23,0.15702506394269733,4.87663003228527,278,0,278,278,0.18909836280815626,0.18909836280815817,-1.6284458331029524e-15,2.9842794901924208e-13,4.3248303870012578e-20,3.1956501325566634e-20
12,14,183,3.9461713040417112e-16,1.6864030523197573e-16,4.2076093930625053e-08,1.7485759219670154e-18,1.1901543913728436e-22,0.23403417664784443,9.694132870472588,183,0,183,183,0.35748422340613528,0.35748422340614683,-1.191943503356885e-14,1.3091749906379846e-12,4.4081914844821978e-20,1.6209400167441153e-20
