suite,parameter,parameter_value,replicate,expected_path,status,certified,fallback_required,passed,a_raw,b_raw,b_over_a,coefficient_scale,selected_chart,pivot_ratio,qn_ratio,target_mu,mu,endpoint_margin,lambda_bar,lambda_bar_absolute_error,normalized_phi,normalized_phi_derivative,residual_root_condition,residual_root_bound,residual_root_bound_ratio,residual_implied_lambda_error_bound,minimum_hessian_eigenvalue,hessian_condition,reconstruction_condition,reconstruction_condition_bound,normalized_feasibility_residual,normalized_kkt_residual,normalized_rank_two_identity_residual,relative_reconstruction_error,lambda_bar_relative_error,iterations,bisection_steps,guarded_halfsteps,nonfinite_eval_steps,certificate_solution_count
b_over_a,b_over_a,5.00000000000000000e-01,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,5.00000000000000000e-01,5.00000000000000000e-01,1.48779585798816560e+00,1,7.53315588885176357e-01,1.25552598147529393e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000189e-01,4.46338757396449570e-01,1.11022302462515654e-16,2.22044604925031308e-16,-2.69765165415511410e+00,3.70692783280498483e-01,3.10159849137538446e+00,1.19516689317229155e-01,6.88693211653520367e-16,4.00000000000000133e-01,3.99999999999999778e+00,1.99187322159582636e+00,1.00376540249042616e+01,0.00000000000000000e+00,6.80265022308205374e-17,6.49880071557290321e-17,1.27192026215690030e-16,1.11022302462515654e-16,6,0,0,0,1
b_over_a,b_over_a,5.00000000000000000e-01,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,5.00000000000000000e-01,5.00000000000000000e-01,1.69206268491124234e+00,0,9.14935699110072997e-01,2.28733924777518249e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000189e-01,5.07618805473372570e-01,1.11022302462515654e-16,2.22044604925031308e-16,-2.95545697665810803e+00,3.38357150145610686e-01,3.06777859140101050e+00,1.10293862501689807e-01,6.81183685325106425e-16,4.00000000000000133e-01,3.99999999999999778e+00,2.45169476607957915e+00,1.00928310791185556e+01,8.52198231074174881e-17,3.33164203723406852e-17,5.36064255382944059e-17,3.10316769155909140e-16,1.11022302462515654e-16,8,0,0,0,1
b_over_a,b_over_a,9.00000000000000022e-01,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.00000000000000022e-01,9.00000000000000022e-01,1.50673595884634826e+00,0,7.72624135004290058e-01,1.93156033751072514e-01,5.99999999999999978e-01,5.99999999999999756e-01,4.00000000000000189e-01,4.52020787653904355e-01,1.11022302462515654e-16,3.33066907387546962e-16,-3.33060545550866882e+00,3.00245710084346917e-01,2.71044651892776400e+00,1.10773523103168361e-01,9.02760039698612628e-16,4.00000000000000133e-01,3.99999999999999778e+00,2.59259330532968901e+00,1.07375349297063920e+01,9.70192189507225777e-17,4.74847443616577114e-17,6.36469253192647857e-17,2.35513868802566238e-16,1.11022302462515654e-16,8,0,0,0,1
b_over_a,b_over_a,9.00000000000000022e-01,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.00000000000000022e-01,9.00000000000000022e-01,1.82448979591836746e+00,1,7.78214608914591044e-01,1.41493565257198389e-01,5.99999999999999978e-01,6.00000000000001865e-01,3.99999999999998079e-01,5.47346938775511993e-01,1.77635683940025046e-15,-4.88498130835068878e-15,-2.66968919003421412e+00,3.74575438868666288e-01,3.33216318192241134e+00,1.12412093411512939e-01,1.62775548600653361e-14,3.99999999999998135e-01,4.00000000000002398e+00,2.26954038171614281e+00,9.68415830444620518e+00,2.14266180436929827e-15,3.54779864728490438e-17,1.64840958380293429e-17,3.98947177711738175e-15,1.77635683940025046e-15,7,0,0,0,1
b_over_a,b_over_a,9.00000000000000022e-01,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.00000000000000022e-01,9.00000000000000022e-01,1.15719978073874175e+00,1,8.00270296781045110e-01,1.33378382796840833e-01,5.99999999999999978e-01,6.00000000000001310e-01,3.99999999999998690e-01,3.47159934221623279e-01,7.77156117237609578e-16,-3.55271367880050093e-15,-4.19297490819891649e+00,2.38494153171440737e-01,2.11755674724672671e+00,1.12627042218128873e-01,7.52307282157974097e-15,3.99999999999998690e-01,4.00000000000001599e+00,2.83566207258482761e+00,1.21480754906548949e+01,1.53470244131003569e-15,3.88583200185609158e-17,7.39381157762826967e-17,2.26203684237193804e-15,7.77156117237609578e-16,7,0,0,0,1
b_over_a,b_over_a,9.00000000000000022e-01,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.00000000000000022e-01,9.00000000000000022e-01,1.62675975607184986e+00,0,9.22909725567919614e-01,2.30727431391979904e-01,5.99999999999999978e-01,5.99999999999999978e-01,3.99999999999999967e-01,4.88027926821554936e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.17089162384824386e+00,3.15368709696354832e-01,2.88519555726014953e+00,1.09305835059525902e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000089e+00,2.57900649934865678e+00,1.04072834596135806e+01,2.11458254105278671e-17,7.46435746670119149e-17,1.55021220497276916e-17,1.61841426228473438e-16,0.00000000000000000e+00,8,0,0,0,1
b_over_a,b_over_a,1.00000000000000000e+00,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.46484374999999978e+00,0,7.76114000116265523e-01,2.42535625036332997e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,4.39453124999999944e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.55555555555555536e+00,2.81250000000000000e-01,2.58501838235294068e+00,1.08800000000000022e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000000e+00,2.74873708374510706e+00,1.09949483349804282e+01,6.03382078600628522e-17,6.75265892340575945e-17,9.82137275210940832e-17,5.55111512312578270e-17,0.00000000000000000e+00,8,0,0,0,1
b_over_a,b_over_a,1.00000000000000000e+00,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.73437500000000000e+00,1,7.84589246783641281e-01,2.42535625036332997e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000078e-01,5.20312499999999956e-01,0.00000000000000000e+00,-2.22044604925031308e-16,-3.00300300300300282e+00,3.33000000000000018e-01,3.06066176470588225e+00,1.08800000000000008e-01,6.79603432353266756e-16,4.00000000000000022e-01,3.99999999999999911e+00,2.52613962032611727e+00,1.01045584813044673e+01,0.00000000000000000e+00,6.22641068315229174e-17,6.71279236032204944e-17,5.55111512312578270e-17,0.00000000000000000e+00,8,0,0,0,1
b_over_a,b_over_a,1.00000000000000000e+00,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.09687499999999960e+00,1,8.07207352795574984e-01,2.42535625036332969e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,3.29062499999999813e-01,5.55111512312578270e-17,0.00000000000000000e+00,-4.74833808167141402e+00,2.10600000000000037e-01,1.93566176470588092e+00,1.08800000000000105e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999822e+00,3.17651041609369678e+00,1.27060416643747871e+01,2.41352831440251384e-17,3.51155943271848071e-17,1.25195076661413240e-16,1.94289029309402395e-16,5.55111512312578270e-17,8,0,0,0,1
b_over_a,b_over_a,1.00000000000000000e+00,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.61484374999999969e+00,0,9.23987143362738017e-01,2.42535625036332997e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000078e-01,4.84453124999999818e-01,5.55111512312578270e-17,-2.22044604925031308e-16,-3.22528624415416942e+00,3.10049999999999937e-01,2.84972426470588092e+00,1.08800000000000036e-01,6.32765898501892669e-16,4.00000000000000133e-01,3.99999999999999911e+00,2.61796357286109105e+00,1.04718542914443624e+01,3.62029247160377076e-17,1.92091246015996933e-17,7.31430422760220371e-17,2.35513868802566238e-16,5.55111512312578270e-17,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-02,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.89999999999999991e-01,9.89999999999999991e-01,1.46882118719980337e+00,0,7.75801954719186448e-01,1.93950488679796612e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999911e-01,4.40646356159941022e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.53172837762300462e+00,2.83147482783780879e-01,2.59698589933670387e+00,1.09029272302209865e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000089e+00,2.73149079509394133e+00,1.09695854380034117e+01,0.00000000000000000e+00,8.89402447494102248e-17,6.86980482655515383e-17,1.24126707662363656e-16,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-02,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.89999999999999991e-01,9.89999999999999991e-01,1.74293090935424400e+00,1,7.84016408666408982e-01,1.42548437939347100e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,5.22879272806273110e-01,1.11022302462515654e-16,0.00000000000000000e+00,-2.96656949803972081e+00,3.37089692542443364e-01,3.08642176715483085e+00,1.09216989113313623e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999822e+00,2.49738324537824408e+00,1.00623026156307169e+01,0.00000000000000000e+00,5.02087066517162969e-17,5.79287770874018932e-17,1.84109660314757385e-16,1.11022302462515654e-16,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-02,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.89999999999999991e-01,9.89999999999999991e-01,1.10260250956771721e+00,1,8.06583571466397475e-01,1.34430595244399598e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999911e-01,3.30780752870315220e-01,5.55111512312578270e-17,-2.22044604925031308e-16,-4.68738811953571499e+00,2.13338425259107789e-01,1.95290750351121734e+00,1.09241438662884618e-01,4.33632575072277445e-16,3.99999999999999911e-01,4.00000000000000089e+00,3.13824246252215122e+00,1.26498149906109720e+01,4.83142953053746566e-17,2.62168658808733219e-17,1.32264029076375853e-17,1.68830575361606487e-16,5.55111512312578270e-17,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-02,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.89999999999999991e-01,9.89999999999999991e-01,1.61597510991461046e+00,0,9.23891245084879631e-01,2.30972811271219908e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999967e-01,4.84792532974383128e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.21969142766586369e+00,3.10588769907356177e-01,2.85312636877360326e+00,1.08859100426337105e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000089e+00,2.61372001779362240e+00,1.04656090432260420e+01,3.62073415388820146e-17,6.65049054901733423e-17,4.01190870651562804e-17,1.57009245868377517e-16,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000005e-04,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99900000000000011e-01,9.99900000000000011e-01,1.46488330300609282e+00,0,7.76110918101016067e-01,1.94027729525254017e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999967e-01,4.39464990901827890e-01,5.55111512312578270e-17,1.11022302462515654e-16,-3.55531557312065516e+00,2.81268984266917432e-01,2.58513745135535444e+00,1.08802332394144732e-01,2.87007912031551009e-16,3.99999999999999911e-01,4.00000000000000089e+00,2.74856248012612836e+00,1.09946951235691497e+01,1.20676982404460806e-16,6.08121368897966822e-17,6.73533537071984164e-17,3.04047097224405882e-16,5.55111512312578270e-17,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000005e-04,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99900000000000011e-01,9.99900000000000011e-01,1.73446008291088405e+00,1,7.84583586207385664e-01,1.42651561128615600e-01,5.99999999999999978e-01,5.99999999999999978e-01,3.99999999999999967e-01,5.20338024873265192e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.00263476927088568e+00,3.33040838077960699e-01,3.06091789700985251e+00,1.08804237579616700e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000089e+00,2.52584809071226113e+00,1.01041357064905473e+01,4.82709781051992854e-17,2.70854351674502400e-17,3.79315688250985678e-17,7.85046229341887583e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000005e-04,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99900000000000011e-01,9.99900000000000011e-01,1.09693195632877361e+00,1,8.07201188426355132e-01,1.34533531404392531e-01,5.99999999999999978e-01,5.99999999999999978e-01,3.99999999999999967e-01,3.29079586898632093e-01,0.00000000000000000e+00,2.22044604925031308e-16,-4.74772178055004979e+00,2.10627337957479149e-01,1.93583322531750990e+00,1.08804485429230421e-01,4.29841323716375600e-16,4.00000000000000022e-01,4.00000000000000089e+00,3.17612239050680145e+00,1.27054789521821299e+01,1.20677505475255987e-17,6.24019595730184770e-17,1.50148628279485032e-16,5.55111512312578270e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000005e-04,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99900000000000011e-01,9.99900000000000011e-01,1.61485500063284393e+00,0,9.23986196612626931e-01,2.30996549153156733e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999911e-01,4.84456500189853256e-01,1.11022302462515654e-16,-2.22044604925031308e-16,-3.22523007311958265e+00,3.10055399871909443e-01,2.84975813302394299e+00,1.08800601805074115e-01,6.32773418779196236e-16,3.99999999999999911e-01,4.00000000000000089e+00,2.61792066397824330e+00,1.04717920642080493e+01,1.56879530522105133e-16,3.43298967580534554e-17,6.58282713115554746e-17,1.92296268638356382e-16,1.11022302462515654e-16,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999955e-07,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99998999999999971e-01,9.99998999999999971e-01,1.46484414550803477e+00,0,7.76113969299935813e-01,1.94028492324983953e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000078e-01,4.39453243652410341e-01,5.55111512312578270e-17,1.11022302462515654e-16,-3.55555315555731255e+00,2.81250189843739173e-01,2.58501957298260487e+00,1.08800023327959447e-01,2.86994824903197818e-16,4.00000000000000133e-01,3.99999999999999911e+00,2.74873533749081034e+00,1.09949458029080773e+01,7.24058528320040775e-17,2.30465553799921602e-17,5.94152280680966239e-17,2.07703709052761217e-16,5.55111512312578270e-17,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999955e-07,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99998999999999971e-01,9.99998999999999971e-01,1.73437585078172885e+00,1,7.84589190184626917e-01,1.42652580033568538e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,5.20312755234518587e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.00299932027020589e+00,3.33000408375057955e-01,3.06066432588274751e+00,1.08800042382633702e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999956e+00,2.52613670462690676e+00,1.01045542535349266e+01,1.20676426015203044e-16,6.11114451496798927e-17,1.48353439416209065e-17,3.28408399535829794e-16,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999955e-07,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99998999999999971e-01,9.99998999999999971e-01,1.09687556953157039e+00,1,8.07207291159193097e-01,1.34534548526532183e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,3.29062670859471107e-01,0.00000000000000000e+00,-2.22044604925031308e-16,-4.74833191797029830e+00,2.10600273375045721e-01,1.93566347921272430e+00,1.08800044861465980e-01,4.29803632509600920e-16,4.00000000000000022e-01,3.99999999999999956e+00,3.17650653529460536e+00,1.27060360372085928e+01,7.24058559703983928e-17,3.28104713583881558e-17,6.68510605835904581e-17,7.85046229341887583e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999955e-07,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99998999999999971e-01,9.99998999999999971e-01,1.61484386250006318e+00,0,9.23987133896452595e-01,2.30996783474113149e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,4.84453158750018931e-01,0.00000000000000000e+00,1.11022302462515654e-16,-3.22528568242094682e+00,3.10050053999987141e-01,2.84972460337385547e+00,1.08800006019147133e-01,3.16382986850644640e-16,4.00000000000000022e-01,4.00000000000000000e+00,2.61796314372386441e+00,1.04718536691944486e+01,3.62029251546675129e-17,2.07932977309910754e-17,1.05992724941005308e-16,2.77555756156289135e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-08,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999989999999950e-01,9.99999989999999950e-01,1.46484375395507782e+00,0,7.76113999808102695e-01,1.94028499952025674e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000078e-01,4.39453126186523269e-01,5.55111512312578270e-17,-4.44089209850062616e-16,-3.55555553155555604e+00,2.81250001898437463e-01,2.58501839425923086e+00,1.08800000233280014e-01,1.14797877615445947e-15,4.00000000000000133e-01,3.99999999999999911e+00,2.74873706628254233e+00,1.09949483096597067e+01,2.41352831553582285e-17,5.04054015896323081e-17,1.17767676311547902e-16,2.00148302124336049e-16,5.55111512312578270e-17,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-08,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999989999999950e-01,9.99999989999999950e-01,1.73437500850781245e+00,1,7.84589246217651803e-01,1.42652590221391234e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000078e-01,5.20312502552343625e-01,1.11022302462515654e-16,0.00000000000000000e+00,-3.00300296617563500e+00,3.33000004083750079e-01,3.06066179031763541e+00,1.08800000423827078e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999911e+00,2.52613959116908449e+00,1.01045584390267713e+01,2.41352831646152894e-17,3.36681346247916566e-17,8.05857552969414384e-17,2.35513868802566238e-16,1.11022302462515654e-16,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-08,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999989999999950e-01,9.99999989999999950e-01,1.09687500569531249e+00,1,8.07207352179211912e-01,1.34534558696535328e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999967e-01,3.29062501708593746e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.74833802003433547e+00,2.10600002733749986e-01,1.93566178185094095e+00,1.08800000448615361e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000089e+00,3.17651037728565289e+00,1.27060416081031260e+01,4.82705663316390943e-17,6.37582936459135247e-17,4.06706588989931531e-17,1.71096858985447132e-16,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000002e-08,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999989999999950e-01,9.99999989999999950e-01,1.61484375112499978e+00,0,9.23987143268075295e-01,2.30996785817018824e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000078e-01,4.84453125337499901e-01,0.00000000000000000e+00,1.11022302462515654e-16,-3.22528623853683394e+00,3.10050000540000037e-01,2.84972426809255941e+00,1.08800000060191637e-01,3.16382949626943178e-16,4.00000000000000022e-01,3.99999999999999911e+00,2.61796356856971357e+00,1.04718542852218643e+01,7.24058494408480046e-17,3.53506850037929701e-17,7.98911505828240989e-17,2.77555756156289135e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000004e-10,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999899999992e-01,9.99999999899999992e-01,1.46484375003955036e+00,0,7.76114000113183877e-01,1.94028500028295969e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,4.39453125011865120e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.55555555531555711e+00,2.81250000018984259e-01,2.58501838247200233e+00,1.08800000002332822e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000000e+00,2.74873708357048230e+00,1.09949483347272210e+01,8.44734910044846398e-17,4.72717876923116983e-17,1.27316731591791010e-16,7.85046229341887583e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000004e-10,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999899999992e-01,9.99999999899999992e-01,1.73437500008507794e+00,1,7.84589246777981364e-01,1.42652590323269352e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000078e-01,5.20312500025523317e-01,0.00000000000000000e+00,-2.22044604925031308e-16,-3.00300300263472852e+00,3.33000000040837574e-01,3.06066176496199871e+00,1.08800000004238340e-01,6.79603432410136035e-16,4.00000000000000133e-01,3.99999999999999911e+00,2.52613962003454651e+00,1.01045584808816908e+01,6.03382078605776086e-17,4.64638676120393700e-17,1.07902292137107696e-16,2.07703709052761217e-16,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000004e-10,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999899999992e-01,9.99999999899999992e-01,1.09687500005695315e+00,1,8.07207352789411470e-01,1.34534558798235226e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000078e-01,3.29062500017085924e-01,0.00000000000000000e+00,0.00000000000000000e+00,-4.74833808105504218e+00,2.10600000027337586e-01,1.93566176487733332e+00,1.08800000004486183e-01,0.00000000000000000e+00,4.00000000000000022e-01,3.99999999999999911e+00,3.17651041570561654e+00,1.27060416638120692e+01,1.20676415721215460e-17,4.85423861957283704e-17,4.48563851869952505e-17,3.92523114670943792e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,1.00000000000000004e-10,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999899999992e-01,9.99999999899999992e-01,1.61484375001124958e+00,0,9.23987143361791330e-01,2.30996785840447832e-01,5.99999999999999978e-01,5.99999999999999756e-01,4.00000000000000300e-01,4.84453125003374674e-01,1.66533453693773481e-16,2.22044604925031308e-16,-3.22528624409799169e+00,3.10050000005400339e-01,2.84972426473974760e+00,1.08800000000602096e-01,6.32765898509412584e-16,4.00000000000000244e-01,3.99999999999999600e+00,2.61796357281817427e+00,1.04718542913821260e+01,5.73212974671291651e-17,2.29497506979911277e-17,1.78672523211921518e-16,4.61944842852591818e-16,1.66533453693773481e-16,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999980e-13,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999000022e-01,9.99999999999000022e-01,1.46484375000039546e+00,0,7.76114000116234770e-01,1.94028500029058693e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,4.39453125000118627e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.55555555555315506e+00,2.81250000000189904e-01,2.58501838235413217e+00,1.08800000000023336e-01,0.00000000000000000e+00,4.00000000000000022e-01,3.99999999999999956e+00,2.74873708374336045e+00,1.09949483349778934e+01,8.44734910040919720e-17,4.93129749817923085e-17,3.90728871837745400e-17,0.00000000000000000e+00,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999980e-13,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999000022e-01,9.99999999999000022e-01,1.73437500000085110e+00,1,7.84589246783584549e-01,1.42652590324288148e-01,5.99999999999999978e-01,6.00000000000000200e-01,3.99999999999999856e-01,5.20312500000255418e-01,1.11022302462515654e-16,-2.22044604925031308e-16,-3.00300300299932132e+00,3.33000000000408247e-01,3.06066176470844464e+00,1.08800000000042307e-01,6.79603432353835722e-16,3.99999999999999911e-01,4.00000000000000178e+00,2.52613962032320272e+00,1.01045584813002485e+01,2.41352831440272030e-17,1.03610097663209606e-16,4.70477148813738889e-17,1.24126707662363656e-16,1.11022302462515654e-16,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999980e-13,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999000022e-01,9.99999999999000022e-01,1.09687500000056959e+00,1,8.07207352795513366e-01,1.34534558799252218e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999911e-01,3.29062500000170899e-01,5.55111512312578270e-17,-2.22044604925031308e-16,-4.74833808166525273e+00,2.10600000000273319e-01,1.93566176470759688e+00,1.08800000000044833e-01,4.29803251812987259e-16,3.99999999999999911e-01,4.00000000000000089e+00,3.17651041608981810e+00,1.27060416643691703e+01,3.62029247160409802e-17,8.79122800632967977e-17,6.95432061898274118e-19,1.27192026215690030e-16,5.55111512312578270e-17,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999980e-13,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999000022e-01,9.99999999999000022e-01,1.61484375000011204e+00,0,9.23987143362728469e-01,2.30996785840682117e-01,5.99999999999999978e-01,5.99999999999999756e-01,4.00000000000000244e-01,4.84453125000033402e-01,1.66533453693773481e-16,0.00000000000000000e+00,-3.22528624415360543e+00,3.10050000000054171e-01,2.84972426470621842e+00,1.08800000000006183e-01,0.00000000000000000e+00,4.00000000000000244e-01,3.99999999999999689e+00,2.61796357286065984e+00,1.04718542914437318e+01,9.65411325761017493e-17,1.90851811373915304e-17,1.09155872550862089e-16,5.48128699599290049e-16,1.66533453693773481e-16,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999999e-15,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999990008e-01,9.99999999999990008e-01,1.46484375000000377e+00,0,7.76114000116265190e-01,1.94028500029066298e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000078e-01,4.39453125000001110e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.55555555555553138e+00,2.81250000000001887e-01,2.58501838235295267e+00,1.08800000000000244e-01,0.00000000000000000e+00,4.00000000000000022e-01,3.99999999999999911e+00,2.74873708374508929e+00,1.09949483349803998e+01,2.41352831440251538e-17,4.41346010505058338e-17,4.64862163577621546e-17,1.24126707662363656e-16,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999999e-15,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999990008e-01,9.99999999999990008e-01,1.73437500000000844e+00,1,7.84589246783640615e-01,1.42652590324298306e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,5.20312500000002509e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.00300300300296641e+00,3.33000000000004071e-01,3.06066176470590712e+00,1.08800000000000452e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000000e+00,2.52613962032608841e+00,1.01045584813044265e+01,4.82705662880503138e-17,3.35967149464443130e-17,5.11382250625519147e-17,5.55111512312578270e-17,0.00000000000000000e+00,8,0,0,0,1
