suite,parameter,parameter_value,replicate,expected_path,status,certified,fallback_required,passed,a_raw,b_raw,b_over_a,coefficient_scale,selected_chart,pivot_ratio,qn_ratio,target_mu,mu,endpoint_margin,lambda_bar,lambda_bar_absolute_error,normalized_phi,normalized_phi_derivative,residual_root_condition,residual_root_bound,residual_root_bound_ratio,residual_implied_lambda_error_bound,minimum_hessian_eigenvalue,hessian_condition,reconstruction_condition,reconstruction_condition_bound,normalized_feasibility_residual,normalized_kkt_residual,normalized_rank_two_identity_residual,relative_reconstruction_error,lambda_bar_relative_error,iterations,bisection_steps,guarded_halfsteps,nonfinite_eval_steps,certificate_solution_count
near_equal_singular_values,one_minus_b_over_a,9.99999999999999999e-15,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999990008e-01,9.99999999999990008e-01,1.09687500000000560e+00,1,8.07207352795574318e-01,1.34534558799262377e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000078e-01,3.29062500000001645e-01,0.00000000000000000e+00,1.11022302462515654e-16,-4.74833808167135274e+00,2.10600000000002757e-01,1.93566176470589890e+00,1.08800000000000494e-01,2.14901625906305116e-16,4.00000000000000022e-01,3.99999999999999911e+00,3.17651041609365814e+00,1.27060416643747320e+01,6.03382078600629139e-17,7.97540047936206460e-17,1.23166200796250196e-17,8.77708367144175306e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,9.99999999999999999e-15,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,9.99999999999990008e-01,9.99999999999990008e-01,1.61484375000000080e+00,0,9.23987143362737795e-01,2.30996785840684449e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000078e-01,4.84453125000000207e-01,0.00000000000000000e+00,-4.44089209850062616e-16,-3.22528624415416321e+00,3.10050000000000547e-01,2.84972426470588402e+00,1.08800000000000133e-01,1.26553179700378672e-15,4.00000000000000022e-01,3.99999999999999911e+00,2.61796357286108661e+00,1.04718542914443571e+01,7.84396702180817153e-17,3.77657759591819940e-17,6.80357043821272612e-17,2.77555756156289135e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,0.00000000000000000e+00,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.46484374999999978e+00,0,7.76114000116265523e-01,2.42535625036332997e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,4.39453124999999944e-01,0.00000000000000000e+00,0.00000000000000000e+00,-3.55555555555555536e+00,2.81250000000000000e-01,2.58501838235294068e+00,1.08800000000000022e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000000e+00,2.74873708374510706e+00,1.09949483349804282e+01,6.03382078600628522e-17,6.75265892340575945e-17,9.82137275210940832e-17,5.55111512312578270e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,0.00000000000000000e+00,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.73437500000000000e+00,1,7.84589246783641281e-01,2.42535625036332997e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000078e-01,5.20312499999999956e-01,0.00000000000000000e+00,-2.22044604925031308e-16,-3.00300300300300282e+00,3.33000000000000018e-01,3.06066176470588225e+00,1.08800000000000008e-01,6.79603432353266756e-16,4.00000000000000022e-01,3.99999999999999911e+00,2.52613962032611727e+00,1.01045584813044673e+01,0.00000000000000000e+00,6.22641068315229174e-17,6.71279236032204944e-17,5.55111512312578270e-17,0.00000000000000000e+00,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,0.00000000000000000e+00,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.09687499999999960e+00,1,8.07207352795574984e-01,2.42535625036332969e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,3.29062499999999813e-01,5.55111512312578270e-17,0.00000000000000000e+00,-4.74833808167141402e+00,2.10600000000000037e-01,1.93566176470588092e+00,1.08800000000000105e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999822e+00,3.17651041609369678e+00,1.27060416643747871e+01,2.41352831440251384e-17,3.51155943271848071e-17,1.25195076661413240e-16,1.94289029309402395e-16,5.55111512312578270e-17,8,0,0,0,1
near_equal_singular_values,one_minus_b_over_a,0.00000000000000000e+00,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,1.00000000000000000e+00,1.00000000000000000e+00,1.61484374999999969e+00,0,9.23987143362738017e-01,2.42535625036332997e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000078e-01,4.84453124999999818e-01,5.55111512312578270e-17,-2.22044604925031308e-16,-3.22528624415416942e+00,3.10049999999999937e-01,2.84972426470588092e+00,1.08800000000000036e-01,6.32765898501892669e-16,4.00000000000000133e-01,3.99999999999999911e+00,2.61796357286109105e+00,1.04718542914443624e+01,3.62029247160377076e-17,1.92091246015996933e-17,7.31430422760220371e-17,2.35513868802566238e-16,5.55111512312578270e-17,8,0,0,0,1
a_to_affine,a_raw,1.00000000000000000e+00,0,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,5.00000000000000000e-01,5.00000000000000000e-01,1.73631656804733714e+00,0,7.47833824564226091e-01,1.86958456141056523e-01,5.99999999999999978e-01,5.99999999999999978e-01,3.99999999999999967e-01,5.20894970414201186e-01,1.11022302462515654e-16,1.11022302462515654e-16,-2.59018604362539673e+00,3.86072653916524622e-01,3.37208119420154961e+00,1.14490912787151899e-01,3.74376218270805429e-16,3.99999999999999911e-01,4.00000000000000089e+00,2.14574824272730913e+00,9.62666810907357373e+00,2.48818420956375494e-17,5.27626506168571097e-17,4.09726013925640368e-17,1.66533453693773481e-16,1.11022302462515654e-16,7,0,0,0,1
a_to_affine,a_raw,1.00000000000000000e+00,1,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,5.00000000000000000e-01,5.00000000000000000e-01,2.31834319526627208e+00,1,7.34832549019858727e-01,1.33605918003610685e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000189e-01,6.95502958579881425e-01,2.22044604925031308e-16,2.22044604925031308e-16,-1.75252029527355546e+00,5.70606801357417370e-01,4.79707876369329433e+00,1.18948808111314891e-01,1.06516545887853516e-15,4.00000000000000133e-01,3.99999999999999778e+00,1.62427513634485998e+00,8.07117169920356581e+00,2.53612130091732769e-17,3.00806528297557835e-17,2.85237501508528714e-18,2.07703709052761217e-16,2.22044604925031308e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000000e+00,2,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,5.00000000000000000e-01,5.00000000000000000e-01,1.48779585798816560e+00,1,7.53315588885176357e-01,1.25552598147529393e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000189e-01,4.46338757396449570e-01,1.11022302462515654e-16,2.22044604925031308e-16,-2.69765165415511410e+00,3.70692783280498483e-01,3.10159849137538446e+00,1.19516689317229155e-01,6.88693211653520367e-16,4.00000000000000133e-01,3.99999999999999778e+00,1.99187322159582636e+00,1.00376540249042616e+01,0.00000000000000000e+00,6.80265022308205374e-17,6.49880071557290321e-17,1.27192026215690030e-16,1.11022302462515654e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000000e+00,3,regular_interior,regular_interior,1,0,1,1.00000000000000000e+00,5.00000000000000000e-01,5.00000000000000000e-01,1.69206268491124234e+00,0,9.14935699110072997e-01,2.28733924777518249e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000189e-01,5.07618805473372570e-01,1.11022302462515654e-16,2.22044604925031308e-16,-2.95545697665810803e+00,3.38357150145610686e-01,3.06777859140101050e+00,1.10293862501689807e-01,6.81183685325106425e-16,4.00000000000000133e-01,3.99999999999999778e+00,2.45169476607957915e+00,1.00928310791185556e+01,8.52198231074174881e-17,3.33164203723406852e-17,5.36064255382944059e-17,3.10316769155909140e-16,1.11022302462515654e-16,8,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-02,0,regular_interior,regular_interior,1,0,1,1.00000000000000002e-02,5.00000000000000010e-03,5.00000000000000000e-01,1.73631656804733723e+02,0,7.47833824564226313e-01,1.86958456141056578e-01,5.99999999999999978e-01,6.00000000000000200e-01,3.99999999999999856e-01,5.20894970414201271e+03,9.09494701772928238e-13,-2.22044604925031308e-16,-2.59018604362539796e-04,3.86072653916524450e+03,3.37208119420155053e+04,1.14490912787151816e-01,7.48752436541611062e-12,3.99999999999999911e-01,4.00000000000000178e+00,2.14574824272731023e-02,9.62666810907357728e-02,8.70864473347314091e-17,9.08020323526389786e-17,4.62441466245552316e-25,2.78458266555499016e-16,1.74602319743982829e-16,7,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-02,1,regular_interior,regular_interior,1,0,1,1.00000000000000002e-02,5.00000000000000010e-03,5.00000000000000000e-01,2.31834319526627212e+02,1,7.34832549019858727e-01,1.33605918003610685e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,6.95502958579881488e+03,9.09494701772928238e-13,2.22044604925031308e-16,-1.75252029527355531e-04,5.70606801357417407e+03,4.79707876369329460e+04,1.18948808111314905e-01,1.06516545887853522e-11,4.00000000000000133e-01,3.99999999999999822e+00,1.62427513634486008e-02,8.07117169920356786e-02,2.53612130091732707e-17,5.62709486201988565e-17,1.99643292607979465e-25,2.88928001160369336e-16,1.30767912710247489e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-02,2,regular_interior,regular_interior,1,0,1,1.00000000000000002e-02,5.00000000000000010e-03,5.00000000000000000e-01,1.48779585798816584e+02,1,7.53315588885176357e-01,1.25552598147529393e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,4.46338757396449728e+03,0.00000000000000000e+00,1.11022302462515654e-16,-2.69765165415511410e-04,3.70692783280498497e+03,3.10159849137538622e+04,1.19516689317229099e-01,3.44346605826760379e-12,4.00000000000000022e-01,4.00000000000000000e+00,1.99187322159582701e-02,1.00376540249042662e-01,0.00000000000000000e+00,6.12858178645826624e-17,7.88203333795252361e-25,1.06354998004906643e-16,0.00000000000000000e+00,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-02,3,regular_interior,regular_interior,1,0,1,1.00000000000000002e-02,5.00000000000000010e-03,5.00000000000000000e-01,1.69206268491124234e+02,0,9.14935699110073219e-01,2.28733924777518305e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000078e-01,5.07618805473372595e+03,9.09494701772928238e-13,0.00000000000000000e+00,-2.95545697665811004e-04,3.38357150145610422e+03,3.06777859140101209e+04,1.10293862501689668e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999911e+00,2.45169476607958008e-02,1.00928310791185583e-01,7.91326928854590944e-17,2.84280684612838328e-17,1.34951360492387487e-25,3.30763588479906963e-16,1.79168835347774776e-16,8,0,0,0,1
a_to_affine,a_raw,1.00000000000000005e-04,0,regular_interior,regular_interior,1,0,1,1.00000000000000005e-04,5.00000000000000024e-05,5.00000000000000000e-01,1.73631656804733684e+04,0,7.47833824564226202e-01,1.86958456141056550e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999911e-01,5.20894970414201096e+07,1.49011611938476562e-08,-2.22044604925031308e-16,-2.59018604362539873e-08,3.86072653916524351e+07,3.37208119420154870e+08,1.14490912787151844e-01,7.48752436541610654e-08,3.99999999999999911e-01,4.00000000000000089e+00,2.14574824272731026e-04,9.62666810907357906e-04,1.61731973621644030e-16,6.38403471695243790e-17,5.66066737653200771e-33,3.02175336049351812e-16,2.86068440668541589e-16,7,0,0,0,1
a_to_affine,a_raw,1.00000000000000005e-04,1,regular_interior,regular_interior,1,0,1,1.00000000000000005e-04,5.00000000000000024e-05,5.00000000000000000e-01,2.31834319526627187e+04,1,7.34832549019858616e-01,1.33605918003610658e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,6.95502958579881340e+07,1.49011611938476562e-08,2.22044604925031308e-16,-1.75252029527355565e-08,5.70606801357417256e+07,4.79707876369329214e+08,1.18948808111314933e-01,1.06516545887853467e-07,4.00000000000000133e-01,3.99999999999999822e+00,1.62427513634486026e-04,8.07117169920356964e-04,0.00000000000000000e+00,2.30220352139208161e-17,4.67707271488700768e-33,3.93208012257427487e-16,2.14250148184469491e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000005e-04,2,regular_interior,regular_interior,1,0,1,1.00000000000000005e-04,5.00000000000000024e-05,5.00000000000000000e-01,1.48779585798816552e+04,1,7.53315588885176357e-01,1.25552598147529393e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,4.46338757396449521e+07,7.45058059692382812e-09,2.22044604925031308e-16,-2.69765165415511453e-08,3.70692783280498460e+07,3.10159849137538433e+08,1.19516689317229155e-01,6.88693211653520339e-08,4.00000000000000133e-01,3.99999999999999822e+00,1.99187322159582623e-04,1.00376540249042640e-03,5.08337627279049651e-17,3.58365999416383531e-17,7.81281297764588093e-33,3.04405766765857074e-16,1.66926588234999066e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000005e-04,3,regular_interior,regular_interior,1,0,1,1.00000000000000005e-04,5.00000000000000024e-05,5.00000000000000000e-01,1.69206268491124210e+04,0,9.14935699110073108e-01,2.28733924777518277e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,5.07618805473372489e+07,7.45058059692382812e-09,0.00000000000000000e+00,-2.95545697665811000e-08,3.38357150145610422e+07,3.06777859140100956e+08,1.10293862501689752e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999822e+00,2.45169476607958012e-04,1.00928310791185603e-03,3.04356511097919534e-18,4.27640309156349317e-17,1.01399135015631385e-32,4.08689288009140167e-16,1.46775109916897136e-16,8,0,0,0,1
a_to_affine,a_raw,9.99999999999999955e-07,0,regular_interior,regular_interior,1,0,1,9.99999999999999955e-07,4.99999999999999977e-07,5.00000000000000000e-01,1.73631656804733723e+06,0,7.47833824564226091e-01,1.86958456141056523e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999856e-01,5.20894970414201294e+11,1.22070312500000000e-04,-2.22044604925031308e-16,-2.59018604362539808e-12,3.86072653916524475e+11,3.37208119420155029e+12,1.14490912787151830e-01,7.48752436541611009e-04,3.99999999999999911e-01,4.00000000000000178e+00,2.14574824272731028e-06,9.62666810907357913e-06,6.22046052390938566e-17,4.19343302627946519e-17,2.22253427179041200e-41,2.79380241498471978e-16,2.34347266595669137e-16,7,0,0,0,1
a_to_affine,a_raw,9.99999999999999955e-07,1,regular_interior,regular_interior,1,0,1,9.99999999999999955e-07,4.99999999999999977e-07,5.00000000000000000e-01,2.31834319526627194e+06,1,7.34832549019858727e-01,1.33605918003610685e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,6.95502958579881470e+11,1.22070312500000000e-04,0.00000000000000000e+00,-1.75252029527355588e-12,5.70606801357417236e+11,4.79707876369329395e+12,1.18948808111314877e-01,0.00000000000000000e+00,4.00000000000000133e-01,3.99999999999999822e+00,1.62427513634486022e-06,8.07117169920356896e-06,5.07224260183465414e-17,5.69613242732313481e-17,4.41965881315717164e-41,2.61152792670773303e-16,1.75513721392717399e-16,6,0,0,0,1
a_to_affine,a_raw,9.99999999999999955e-07,2,regular_interior,regular_interior,1,0,1,9.99999999999999955e-07,4.99999999999999977e-07,5.00000000000000000e-01,1.48779585798816569e+06,1,7.53315588885176357e-01,1.25552598147529393e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,4.46338757396449646e+11,6.10351562500000000e-05,1.11022302462515654e-16,-2.69765165415511448e-12,3.70692783280498474e+11,3.10159849137538574e+12,1.19516689317229099e-01,3.44346605826760326e-04,4.00000000000000133e-01,3.99999999999999822e+00,1.99187322159582637e-06,1.00376540249042624e-05,2.54168813639524826e-17,4.95934927107932252e-17,5.58799413418764196e-42,2.50250423833236803e-16,1.36746261082111182e-16,6,0,0,0,1
a_to_affine,a_raw,9.99999999999999955e-07,3,regular_interior,regular_interior,1,0,1,9.99999999999999955e-07,4.99999999999999977e-07,5.00000000000000000e-01,1.69206268491124245e+06,0,9.14935699110073108e-01,2.28733924777518277e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,5.07618805473372620e+11,1.22070312500000000e-04,4.44089209850062616e-16,-2.95545697665810806e-12,3.38357150145610657e+11,3.06777859140101172e+12,1.10293862501689752e-01,1.36236737065021339e-03,4.00000000000000133e-01,3.99999999999999822e+00,2.45169476607957963e-06,1.00928310791185566e-05,8.52198231074174881e-17,2.79791294227719899e-17,4.55766723825095082e-41,3.58448413848839170e-16,2.40476340087844181e-16,8,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-08,0,regular_interior,regular_interior,1,0,1,1.00000000000000002e-08,5.00000000000000010e-09,5.00000000000000000e-01,1.73631656804733723e+08,0,7.47833824564226202e-01,1.86958456141056550e-01,5.99999999999999978e-01,5.99999999999999978e-01,3.99999999999999967e-01,5.20894970414201200e+15,0.00000000000000000e+00,1.11022302462515654e-16,-2.59018604362539716e-16,3.86072653916524600e+15,3.37208119420155080e+16,1.14490912787151844e-01,3.74376218270805561e+00,3.99999999999999911e-01,4.00000000000000089e+00,2.14574824272730908e-08,9.62666810907357362e-08,1.24409210478187713e-16,8.50013843708443280e-17,2.18292938526721436e-49,3.72208863776004006e-16,0.00000000000000000e+00,7,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-08,1,regular_interior,regular_interior,1,0,1,1.00000000000000002e-08,5.00000000000000010e-09,5.00000000000000000e-01,2.31834319526627213e+08,1,7.34832549019858616e-01,1.33605918003610685e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,6.95502958579881500e+15,1.00000000000000000e+00,2.22044604925031308e-16,-1.75252029527355534e-16,5.70606801357417400e+15,4.79707876369329440e+16,1.18948808111314905e-01,1.06516545887853518e+01,4.00000000000000133e-01,3.99999999999999822e+00,1.62427513634486014e-08,8.07117169920356875e-08,5.07224260183465537e-17,2.32008790793176997e-17,3.61224222540269056e-49,2.52688582801143833e-16,1.43780840564914080e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-08,2,regular_interior,regular_interior,1,0,1,1.00000000000000002e-08,5.00000000000000010e-09,5.00000000000000000e-01,1.48779585798816562e+08,1,7.53315588885176357e-01,1.25552598147529365e-01,5.99999999999999978e-01,5.99999999999999756e-01,4.00000000000000244e-01,4.46338757396449550e+15,1.00000000000000000e+00,2.22044604925031308e-16,-2.69765165415511406e-16,3.70692783280498500e+15,3.10159849137538440e+16,1.19516689317229169e-01,6.88693211653520354e+00,4.00000000000000133e-01,3.99999999999999734e+00,1.99187322159582614e-08,1.00376540249042587e-07,7.62506440918574477e-17,6.32726028310270422e-17,6.78007529180483765e-49,3.52661310525322155e-16,2.24045074156931000e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000002e-08,3,regular_interior,regular_interior,1,0,1,1.00000000000000002e-08,5.00000000000000010e-09,5.00000000000000000e-01,1.69206268491124243e+08,0,9.14935699110073219e-01,2.28733924777518305e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000189e-01,5.07618805473372600e+15,1.00000000000000000e+00,2.22044604925031308e-16,-2.95545697665810798e-16,3.38357150145610650e+15,3.06777859140101280e+16,1.10293862501689710e-01,6.81183685325106936e+00,4.00000000000000133e-01,3.99999999999999778e+00,2.45169476607957934e-08,1.00928310791185526e-07,7.30455626635007006e-17,5.59073746568342991e-17,2.87304687784825061e-49,3.34798264737087603e-16,1.96998217799961965e-16,8,0,0,0,1
a_to_affine,a_raw,1.00000000000000004e-10,0,regular_interior,regular_interior,1,0,1,1.00000000000000004e-10,5.00000000000000018e-11,5.00000000000000000e-01,1.73631656804733734e+10,0,7.47833824564225980e-01,1.86958456141056495e-01,5.99999999999999978e-01,6.00000000000000200e-01,3.99999999999999800e-01,5.20894970414201324e+19,1.63840000000000000e+04,-2.22044604925031308e-16,-2.59018604362539826e-20,3.86072653916524380e+19,3.37208119420155003e+20,1.14490912787151802e-01,7.48752436541610950e+04,3.99999999999999911e-01,4.00000000000000266e+00,2.14574824272731046e-10,9.62666810907358198e-10,8.70864473347314215e-17,1.22522641571778074e-16,2.68709196951704175e-57,2.28868293835548239e-16,3.14535576854810078e-16,7,0,0,0,1
a_to_affine,a_raw,1.00000000000000004e-10,1,regular_interior,regular_interior,1,0,1,1.00000000000000004e-10,5.00000000000000018e-11,5.00000000000000000e-01,2.31834319526627235e+10,1,7.34832549019858616e-01,1.33605918003610685e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999911e-01,6.95502958579881738e+19,8.19200000000000000e+03,0.00000000000000000e+00,-1.75252029527355584e-20,5.70606801357417185e+19,4.79707876369329619e+20,1.18948808111314808e-01,0.00000000000000000e+00,4.00000000000000022e-01,4.00000000000000089e+00,1.62427513634486078e-10,8.07117169920357611e-10,2.53612130091732769e-17,7.94501718138069580e-17,6.86640284126762690e-58,8.08603464963660390e-17,1.17785264590777618e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000004e-10,2,regular_interior,regular_interior,1,0,1,1.00000000000000004e-10,5.00000000000000018e-11,5.00000000000000000e-01,1.48779585798816566e+10,1,7.53315588885176357e-01,1.25552598147529393e-01,5.99999999999999978e-01,5.99999999999999756e-01,4.00000000000000189e-01,4.46338757396449526e+19,8.19200000000000000e+03,2.22044604925031308e-16,-2.69765165415511430e-20,3.70692783280498442e+19,3.10159849137538466e+20,1.19516689317229141e-01,6.88693211653520411e+04,4.00000000000000133e-01,3.99999999999999778e+00,1.99187322159582635e-10,1.00376540249042609e-09,2.54168813639524826e-17,1.12918145654543736e-16,2.00525039016268587e-57,2.67055673533475169e-16,1.83537724749357898e-16,6,0,0,0,1
a_to_affine,a_raw,1.00000000000000004e-10,3,regular_interior,regular_interior,1,0,1,1.00000000000000004e-10,5.00000000000000018e-11,5.00000000000000000e-01,1.69206268491124249e+10,0,9.14935699110073108e-01,2.28733924777518277e-01,5.99999999999999978e-01,5.99999999999999756e-01,4.00000000000000189e-01,5.07618805473372570e+19,1.63840000000000000e+04,6.66133814775093924e-16,-2.95545697665810695e-20,3.38357150145610793e+19,3.06777859140101276e+20,1.10293862501689766e-01,2.04355105597532063e+05,4.00000000000000133e-01,3.99999999999999778e+00,2.45169476607957872e-10,1.00928310791185539e-09,1.49134690437980592e-16,6.85534060693850845e-17,1.05222875399366930e-59,4.25920703640503886e-16,3.22761880043457656e-16,8,0,0,0,1
a_to_affine,a_raw,9.99999999999999980e-13,0,regular_interior,regular_interior,1,0,1,9.99999999999999980e-13,4.99999999999999990e-13,5.00000000000000000e-01,1.73631656804733716e+12,0,7.47833824564226202e-01,1.86958456141056550e-01,5.99999999999999978e-01,6.00000000000000089e-01,3.99999999999999856e-01,5.20894970414201271e+23,1.34217728000000000e+08,-2.22044604925031308e-16,-2.59018604362539806e-24,3.86072653916524417e+23,3.37208119420155059e+24,1.14490912787151802e-01,7.48752436541611075e+08,3.99999999999999911e-01,4.00000000000000178e+00,2.14574824272731014e-12,9.62666810907357752e-12,3.73227631434563164e-17,4.81234016528660048e-17,3.21519774176505160e-65,2.07147932889230677e-16,2.57667544559460433e-16,7,0,0,0,1
a_to_affine,a_raw,9.99999999999999980e-13,1,regular_interior,regular_interior,1,0,1,9.99999999999999980e-13,4.99999999999999990e-13,5.00000000000000000e-01,2.31834319526627197e+12,1,7.34832549019858616e-01,1.33605918003610658e-01,5.99999999999999978e-01,5.99999999999999978e-01,4.00000000000000022e-01,6.95502958579881498e+23,1.34217728000000000e+08,2.22044604925031308e-16,-1.75252029527355570e-24,5.70606801357417245e+23,4.79707876369329268e+24,1.18948808111314919e-01,1.06516545887853479e+09,4.00000000000000133e-01,3.99999999999999956e+00,1.62427513634486049e-12,8.07117169920357411e-12,2.53612130091732707e-17,9.68804239791735776e-17,2.62827074961324103e-65,3.19012257425358197e-16,1.92979377505530034e-16,6,0,0,0,1
a_to_affine,a_raw,9.99999999999999980e-13,2,regular_interior,regular_interior,1,0,1,9.99999999999999980e-13,4.99999999999999990e-13,5.00000000000000000e-01,1.48779585798816577e+12,1,7.53315588885176357e-01,1.25552598147529393e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,4.46338757396449645e+23,6.71088640000000000e+07,2.22044604925031308e-16,-2.69765165415511410e-24,3.70692783280498531e+23,3.10159849137538544e+24,1.19516689317229141e-01,6.88693211653520584e+08,4.00000000000000133e-01,3.99999999999999822e+00,1.99187322159582615e-12,1.00376540249042624e-11,2.54168813639524826e-17,3.05277848280735017e-17,5.82305430374286992e-65,3.44869821987132982e-16,1.50354104114673947e-16,6,0,0,0,1
a_to_affine,a_raw,9.99999999999999980e-13,3,regular_interior,regular_interior,1,0,1,9.99999999999999980e-13,4.99999999999999990e-13,5.00000000000000000e-01,1.69206268491124243e+12,0,9.14935699110073219e-01,2.28733924777518305e-01,5.99999999999999978e-01,5.99999999999999867e-01,4.00000000000000133e-01,5.07618805473372598e+23,6.71088640000000000e+07,2.22044604925031308e-16,-2.95545697665810831e-24,3.38357150145610632e+23,3.06777859140101192e+24,1.10293862501689738e-01,6.81183685325106740e+08,4.00000000000000133e-01,3.99999999999999822e+00,2.45169476607957962e-12,1.00928310791185558e-11,1.55221820659938998e-16,4.15485865669813896e-17,2.46419172813008924e-65,4.69214945281313107e-16,1.32203266065800276e-16,8,0,0,0,1
a_to_affine,a_raw,0.00000000000000000e+00,0,affine,affine,1,0,1,0.00000000000000000e+00,0.00000000000000000e+00,nan,1.00000000000000000e+00,0,7.52576694706877825e-01,nan,nan,nan,1.00000000000000000e+00,1.41592920353982299e-01,nan,nan,nan,nan,nan,nan,nan,1.00000000000000000e+00,1.00000000000000000e+00,nan,nan,6.93889390390722838e-18,0.00000000000000000e+00,0.00000000000000000e+00,nan,nan,0,0,0,0,1
a_to_affine,a_raw,0.00000000000000000e+00,1,affine,affine,1,0,1,0.00000000000000000e+00,0.00000000000000000e+00,nan,1.10000000000000009e+00,1,7.42887214798491735e-01,nan,nan,nan,1.00000000000000000e+00,1.25427594070695536e-01,nan,nan,nan,nan,nan,nan,nan,1.00000000000000000e+00,1.00000000000000000e+00,nan,nan,1.45386348462818126e-17,2.17013864584814767e-18,0.00000000000000000e+00,nan,nan,0,0,0,0,1
a_to_affine,a_raw,0.00000000000000000e+00,2,affine,affine,1,0,1,0.00000000000000000e+00,0.00000000000000000e+00,nan,1.00000000000000000e+00,1,7.62000762001143084e-01,nan,nan,nan,1.00000000000000000e+00,1.79211469534050205e-01,nan,nan,nan,nan,nan,nan,nan,1.00000000000000000e+00,1.00000000000000000e+00,nan,nan,9.71445146547011973e-17,9.23658088751805287e-18,0.00000000000000000e+00,nan,nan,0,0,0,0,1
a_to_affine,a_raw,0.00000000000000000e+00,3,affine,affine,1,0,1,0.00000000000000000e+00,0.00000000000000000e+00,nan,1.25000000000000000e+00,0,9.16505973977253086e-01,nan,nan,nan,1.00000000000000000e+00,1.67996640067198638e-01,nan,nan,nan,nan,nan,nan,nan,1.00000000000000000e+00,1.00000000000000000e+00,nan,nan,7.13164095679354082e-17,1.48556195895921759e-18,0.00000000000000000e+00,nan,nan,0,0,0,0,1
